zcta,state_fips,puma_geoid,puma_code,puma_name,zcta_name,zcta_land_area,puma_land_area,overlap_land_area,overlap_water_area,zcta_to_puma_weight,puma_to_zcta_weight,overlap_rank_for_zcta,is_primary_puma_for_zcta,source_year,source_file,GEOID_PUMA5_20,NAMELSAD_PUMA5_20,AREALAND_PUMA5_20,AREAWATER_PUMA5_20,GEOID_ZCTA5_20,NAMELSAD_ZCTA5_20,AREALAND_ZCTA5_20,AREAWATER_ZCTA5_20,AREALAND_PART,AREAWATER_PART
77664,48,4804100,04100,Deep East Texas COG (East) & Jasper County PUMA,ZCTA5 77664,475914317,11951966832,430535490,410855,0.904649,0.036022,1,1,2020,tab20_puma520_zcta520_natl.txt,4804100,Deep East Texas COG (East) & Jasper County PUMA,11951966832,605827991,77664,ZCTA5 77664,475914317,579443,430535490,410855
77664,48,4804200,04200,Orange & Hardin Counties PUMA,ZCTA5 77664,475914317,3171113408,45378827,168588,0.095351,0.01431,2,0,2020,tab20_puma520_zcta520_natl.txt,4804200,Orange & Hardin Counties PUMA,3171113408,136514316,77664,ZCTA5 77664,475914317,579443,45378827,168588
77665,48,4804400,04400,Houston-Galveston Area Council--Liberty & Chambers Counties PUMA,ZCTA5 77665,444098941,4546547000,334810532,3201761,0.75391,0.073641,1,1,2020,tab20_puma520_zcta520_natl.txt,4804400,Houston-Galveston Area Council--Liberty & Chambers Counties PUMA,4546547000,756456639,77665,ZCTA5 77665,444098941,4444694,334810532,3201761
77665,48,4804302,04302,Jefferson County (Outside Beaumont City)--Port Arthur City PUMA,ZCTA5 77665,444098941,2073585890,109288409,1242933,0.24609,0.052705,2,0,2020,tab20_puma520_zcta520_natl.txt,4804302,Jefferson County (Outside Beaumont City)--Port Arthur City PUMA,2073585890,603908268,77665,ZCTA5 77665,444098941,4444694,109288409,1242933
77701,48,4804301,04301,Jefferson County (North Central)--Beaumont City PUMA,ZCTA5 77701,17762854,197216187,17762854,663650,1.0,0.090068,1,1,2020,tab20_puma520_zcta520_natl.txt,4804301,Jefferson County (North Central)--Beaumont City PUMA,197216187,7043554,77701,ZCTA5 77701,17762854,663650,17762854,663650
77702,48,4804301,04301,Jefferson County (North Central)--Beaumont City PUMA,ZCTA5 77702,3217841,197216187,3217841,0,1.0,0.016316,1,1,2020,tab20_puma520_zcta520_natl.txt,4804301,Jefferson County (North Central)--Beaumont City PUMA,197216187,7043554,77702,ZCTA5 77702,3217841,0,3217841,0
77703,48,4804301,04301,Jefferson County (North Central)--Beaumont City PUMA,ZCTA5 77703,22515236,197216187,22515236,718333,1.0,0.114165,1,1,2020,tab20_puma520_zcta520_natl.txt,4804301,Jefferson County (North Central)--Beaumont City PUMA,197216187,7043554,77703,ZCTA5 77703,22515236,718333,22515236,718333
77705,48,4804302,04302,Jefferson County (Outside Beaumont City)--Port Arthur City PUMA,ZCTA5 77705,628558957,2073585890,592046806,37257714,0.941911,0.285518,1,1,2020,tab20_puma520_zcta520_natl.txt,4804302,Jefferson County (Outside Beaumont City)--Port Arthur City PUMA,2073585890,603908268,77705,ZCTA5 77705,628558957,40458718,592046806,37257714
77705,48,4804301,04301,Jefferson County (North Central)--Beaumont City PUMA,ZCTA5 77705,628558957,197216187,36512151,3201004,0.058089,0.185138,2,0,2020,tab20_puma520_zcta520_natl.txt,4804301,Jefferson County (North Central)--Beaumont City PUMA,197216187,7043554,77705,ZCTA5 77705,628558957,40458718,36512151,3201004
77706,48,4804301,04301,Jefferson County (North Central)--Beaumont City PUMA,ZCTA5 77706,26103420,197216187,26103420,7117,1.0,0.132359,1,1,2020,tab20_puma520_zcta520_natl.txt,4804301,Jefferson County (North Central)--Beaumont City PUMA,197216187,7043554,77706,ZCTA5 77706,26103420,7117,26103420,7117
77707,48,4804301,04301,Jefferson County (North Central)--Beaumont City PUMA,ZCTA5 77707,36746288,197216187,32588870,305357,0.886862,0.165244,1,1,2020,tab20_puma520_zcta520_natl.txt,4804301,Jefferson County (North Central)--Beaumont City PUMA,197216187,7043554,77707,ZCTA5 77707,36746288,335509,32588870,305357
77707,48,4804302,04302,Jefferson County (Outside Beaumont City)--Port Arthur City PUMA,ZCTA5 77707,36746288,2073585890,4157418,30152,0.113138,0.002005,2,0,2020,tab20_puma520_zcta520_natl.txt,4804302,Jefferson County (Outside Beaumont City)--Port Arthur City PUMA,2073585890,603908268,77707,ZCTA5 77707,36746288,335509,4157418,30152
77708,48,4804301,04301,Jefferson County (North Central)--Beaumont City PUMA,ZCTA5 77708,30140438,197216187,30140438,1200416,1.0,0.152829,1,1,2020,tab20_puma520_zcta520_natl.txt,4804301,Jefferson County (North Central)--Beaumont City PUMA,197216187,7043554,77708,ZCTA5 77708,30140438,1200416,30140438,1200416
77713,48,4804302,04302,Jefferson County (Outside Beaumont City)--Port Arthur City PUMA,ZCTA5 77713,266852959,2073585890,238477582,2793226,0.893667,0.115007,1,1,2020,tab20_puma520_zcta520_natl.txt,4804302,Jefferson County (Outside Beaumont City)--Port Arthur City PUMA,2073585890,603908268,77713,ZCTA5 77713,266852959,3740903,238477582,2793226
77713,48,4804301,04301,Jefferson County (North Central)--Beaumont City PUMA,ZCTA5 77713,266852959,197216187,28375377,947677,0.106333,0.14388,2,0,2020,tab20_puma520_zcta520_natl.txt,4804301,Jefferson County (North Central)--Beaumont City PUMA,197216187,7043554,77713,ZCTA5 77713,266852959,3740903,28375377,947677
77801,48,4807401,07401,Brazos County--College Station & Bryan Cities (Central) PUMA,ZCTA5 77801,7945405,78977063,5717000,175945,0.719535,0.072388,1,1,2020,tab20_puma520_zcta520_natl.txt,4807401,Brazos County--College Station & Bryan Cities (Central) PUMA,78977063,179498,77801,ZCTA5 77801,7945405,175945,5717000,175945
77801,48,4807402,07402,Brazos County--College Station & Bryan Cities (Outer) PUMA,ZCTA5 77801,7945405,1439113874,2228405,0,0.280465,0.001548,2,0,2020,tab20_puma520_zcta520_natl.txt,4807402,Brazos County--College Station & Bryan Cities (Outer) PUMA,1439113874,13030756,77801,ZCTA5 77801,7945405,175945,2228405,0
77802,48,4807402,07402,Brazos County--College Station & Bryan Cities (Outer) PUMA,ZCTA5 77802,29700887,1439113874,15191834,0,0.511494,0.010556,1,1,2020,tab20_puma520_zcta520_natl.txt,4807402,Brazos County--College Station & Bryan Cities (Outer) PUMA,1439113874,13030756,77802,ZCTA5 77802,29700887,0,15191834,0
77802,48,4807401,07401,Brazos County--College Station & Bryan Cities (Central) PUMA,ZCTA5 77802,29700887,78977063,14509053,0,0.488506,0.183712,2,0,2020,tab20_puma520_zcta520_natl.txt,4807401,Brazos County--College Station & Bryan Cities (Central) PUMA,78977063,179498,77802,ZCTA5 77802,29700887,0,14509053,0
77803,48,4807402,07402,Brazos County--College Station & Bryan Cities (Outer) PUMA,ZCTA5 77803,35151326,1439113874,21493926,0,0.611468,0.014936,1,1,2020,tab20_puma520_zcta520_natl.txt,4807402,Brazos County--College Station & Bryan Cities (Outer) PUMA,1439113874,13030756,77803,ZCTA5 77803,35151326,3553,21493926,0
77803,48,4807401,07401,Brazos County--College Station & Bryan Cities (Central) PUMA,ZCTA5 77803,35151326,78977063,13657400,3553,0.388532,0.172929,2,0,2020,tab20_puma520_zcta520_natl.txt,4807401,Brazos County--College Station & Bryan Cities (Central) PUMA,78977063,179498,77803,ZCTA5 77803,35151326,3553,13657400,3553
77807,48,4807402,07402,Brazos County--College Station & Bryan Cities (Outer) PUMA,ZCTA5 77807,254703132,1439113874,216457366,4216703,0.849842,0.15041,1,1,2020,tab20_puma520_zcta520_natl.txt,4807402,Brazos County--College Station & Bryan Cities (Outer) PUMA,1439113874,13030756,77807,ZCTA5 77807,254703132,4285067,216457366,4216703
77807,48,4803600,03600,Brazos Valley COG (Outside Brazos County) & Milam County PUMA,ZCTA5 77807,254703132,14145154780,38245766,68364,0.150158,0.002704,2,0,2020,tab20_puma520_zcta520_natl.txt,4803600,Brazos Valley COG (Outside Brazos County) & Milam County PUMA,14145154780,203110423,77807,ZCTA5 77807,254703132,4285067,38245766,68364
77808,48,4807402,07402,Brazos County--College Station & Bryan Cities (Outer) PUMA,ZCTA5 77808,656903967,1439113874,553218265,4171572,0.84216,0.384416,1,1,2020,tab20_puma520_zcta520_natl.txt,4807402,Brazos County--College Station & Bryan Cities (Outer) PUMA,1439113874,13030756,77808,ZCTA5 77808,656903967,4440138,553218265,4171572
77808,48,4803600,03600,Brazos Valley COG (Outside Brazos County) & Milam County PUMA,ZCTA5 77808,656903967,14145154780,103685702,268566,0.15784,0.00733,2,0,2020,tab20_puma520_zcta520_natl.txt,4803600,Brazos Valley COG (Outside Brazos County) & Milam County PUMA,14145154780,203110423,77808,ZCTA5 77808,656903967,4440138,103685702,268566
77830,48,4803600,03600,Brazos Valley COG (Outside Brazos County) & Milam County PUMA,ZCTA5 77830,504516513,14145154780,504516513,12305865,1.0,0.035667,1,1,2020,tab20_puma520_zcta520_natl.txt,4803600,Brazos Valley COG (Outside Brazos County) & Milam County PUMA,14145154780,203110423,77830,ZCTA5 77830,504516513,12305865,504516513,12305865
77831,48,4803600,03600,Brazos Valley COG (Outside Brazos County) & Milam County PUMA,ZCTA5 77831,587270216,14145154780,456675477,4722740,0.777624,0.032285,1,1,2020,tab20_puma520_zcta520_natl.txt,4803600,Brazos Valley COG (Outside Brazos County) & Milam County PUMA,14145154780,203110423,77831,ZCTA5 77831,587270216,6068582,456675477,4722740
77831,48,4803900,03900,Deep East Texas COG (West) & Walker County PUMA,ZCTA5 77831,587270216,11228391467,130594739,1345842,0.222376,0.011631,2,0,2020,tab20_puma520_zcta520_natl.txt,4803900,Deep East Texas COG (West) & Walker County PUMA,11228391467,399662737,77831,ZCTA5 77831,587270216,6068582,130594739,1345842
77833,48,4803600,03600,Brazos Valley COG (Outside Brazos County) & Milam County PUMA,ZCTA5 77833,811263058,14145154780,742453657,15853918,0.915182,0.052488,1,1,2020,tab20_puma520_zcta520_natl.txt,4803600,Brazos Valley COG (Outside Brazos County) & Milam County PUMA,14145154780,203110423,77833,ZCTA5 77833,811263058,16587748,742453657,15853918
77833,48,4805000,05000,Houston-Galveston Area Council (West) PUMA,ZCTA5 77833,811263058,11134730681,68809401,733830,0.084818,0.00618,2,0,2020,tab20_puma520_zcta520_natl.txt,4805000,Houston-Galveston Area Council (West) PUMA,11134730681,1439167922,77833,ZCTA5 77833,811263058,16587748,68809401,733830
77835,48,4803600,03600,Brazos Valley COG (Outside Brazos County) & Milam County PUMA,ZCTA5 77835,286273931,14145154780,283186457,18819159,0.989215,0.02002,1,1,2020,tab20_puma520_zcta520_natl.txt,4803600,Brazos Valley COG (Outside Brazos County) & Milam County PUMA,14145154780,203110423,77835,ZCTA5 77835,286273931,18849257,283186457,18819159
77835,48,4805000,05000,Houston-Galveston Area Council (West) PUMA,ZCTA5 77835,286273931,11134730681,3087474,30098,0.010785,0.000277,2,0,2020,tab20_puma520_zcta520_natl.txt,4805000,Houston-Galveston Area Council (West) PUMA,11134730681,1439167922,77835,ZCTA5 77835,286273931,18849257,3087474,30098
77836,48,4803600,03600,Brazos Valley COG (Outside Brazos County) & Milam County PUMA,ZCTA5 77836,1116601505,14145154780,1116601505,15341357,1.0,0.078939,1,1,2020,tab20_puma520_zcta520_natl.txt,4803600,Brazos Valley COG (Outside Brazos County) & Milam County PUMA,14145154780,203110423,77836,ZCTA5 77836,1116601505,15341357,1116601505,15341357
77837,48,4803600,03600,Brazos Valley COG (Outside Brazos County) & Milam County PUMA,ZCTA5 77837,305210906,14145154780,305210906,3180841,1.0,0.021577,1,1,2020,tab20_puma520_zcta520_natl.txt,4803600,Brazos Valley COG (Outside Brazos County) & Milam County PUMA,14145154780,203110423,77837,ZCTA5 77837,305210906,3180841,305210906,3180841
77840,48,4807401,07401,Brazos County--College Station & Bryan Cities (Central) PUMA,ZCTA5 77840,25809919,78977063,21645993,0,0.83867,0.274079,1,1,2020,tab20_puma520_zcta520_natl.txt,4807401,Brazos County--College Station & Bryan Cities (Central) PUMA,78977063,179498,77840,ZCTA5 77840,25809919,0,21645993,0
77840,48,4807402,07402,Brazos County--College Station & Bryan Cities (Outer) PUMA,ZCTA5 77840,25809919,1439113874,4163926,0,0.16133,0.002893,2,0,2020,tab20_puma520_zcta520_natl.txt,4807402,Brazos County--College Station & Bryan Cities (Outer) PUMA,1439113874,13030756,77840,ZCTA5 77840,25809919,0,4163926,0
77843,48,4807401,07401,Brazos County--College Station & Bryan Cities (Central) PUMA,ZCTA5 77843,956363,78977063,956363,0,1.0,0.012109,1,1,2020,tab20_puma520_zcta520_natl.txt,4807401,Brazos County--College Station & Bryan Cities (Central) PUMA,78977063,179498,77843,ZCTA5 77843,956363,0,956363,0
77845,48,4807402,07402,Brazos County--College Station & Bryan Cities (Outer) PUMA,ZCTA5 77845,369195503,1439113874,346704249,2105621,0.93908,0.240915,1,1,2020,tab20_puma520_zcta520_natl.txt,4807402,Brazos County--College Station & Bryan Cities (Outer) PUMA,1439113874,13030756,77845,ZCTA5 77845,369195503,2105621,346704249,2105621
77845,48,4807401,07401,Brazos County--College Station & Bryan Cities (Central) PUMA,ZCTA5 77845,369195503,78977063,22491254,0,0.06092,0.284782,2,0,2020,tab20_puma520_zcta520_natl.txt,4807401,Brazos County--College Station & Bryan Cities (Central) PUMA,78977063,179498,77845,ZCTA5 77845,369195503,2105621,22491254,0
77852,48,4803600,03600,Brazos Valley COG (Outside Brazos County) & Milam County PUMA,ZCTA5 77852,415865,14145154780,415865,12306,1.0,2.9e-05,1,1,2020,tab20_puma520_zcta520_natl.txt,4803600,Brazos Valley COG (Outside Brazos County) & Milam County PUMA,14145154780,203110423,77852,ZCTA5 77852,415865,12306,415865,12306
77853,48,4805100,05100,"Capital Area COG (East)--Bastrop, Caldwell, Fayette & Lee Counties PUMA",ZCTA5 77853,150109005,7800375749,150109005,248251,1.0,0.019244,1,1,2020,tab20_puma520_zcta520_natl.txt,4805100,"Capital Area COG (East)--Bastrop, Caldwell, Fayette & Lee Counties PUMA",7800375749,62653196,77853,ZCTA5 77853,150109005,248251,150109005,248251
77855,48,4803600,03600,Brazos Valley COG (Outside Brazos County) & Milam County PUMA,ZCTA5 77855,35421785,14145154780,35421785,138820,1.0,0.002504,1,1,2020,tab20_puma520_zcta520_natl.txt,4803600,Brazos Valley COG (Outside Brazos County) & Milam County PUMA,14145154780,203110423,77855,ZCTA5 77855,35421785,138820,35421785,138820
77856,48,4803600,03600,Brazos Valley COG (Outside Brazos County) & Milam County PUMA,ZCTA5 77856,965349825,14145154780,965349825,7202923,1.0,0.068246,1,1,2020,tab20_puma520_zcta520_natl.txt,4803600,Brazos Valley COG (Outside Brazos County) & Milam County PUMA,14145154780,203110423,77856,ZCTA5 77856,965349825,7202923,965349825,7202923
77857,48,4803600,03600,Brazos Valley COG (Outside Brazos County) & Milam County PUMA,ZCTA5 77857,251692608,14145154780,251692608,833291,1.0,0.017794,1,1,2020,tab20_puma520_zcta520_natl.txt,4803600,Brazos Valley COG (Outside Brazos County) & Milam County PUMA,14145154780,203110423,77857,ZCTA5 77857,251692608,833291,251692608,833291
77859,48,4803600,03600,Brazos Valley COG (Outside Brazos County) & Milam County PUMA,ZCTA5 77859,406033376,14145154780,338619918,3149729,0.833971,0.023939,1,1,2020,tab20_puma520_zcta520_natl.txt,4803600,Brazos Valley COG (Outside Brazos County) & Milam County PUMA,14145154780,203110423,77859,ZCTA5 77859,406033376,3374612,338619918,3149729
77859,48,4807402,07402,Brazos County--College Station & Bryan Cities (Outer) PUMA,ZCTA5 77859,406033376,1439113874,67413458,224883,0.166029,0.046844,2,0,2020,tab20_puma520_zcta520_natl.txt,4807402,Brazos County--College Station & Bryan Cities (Outer) PUMA,1439113874,13030756,77859,ZCTA5 77859,406033376,3374612,67413458,224883
77861,48,4803600,03600,Brazos Valley COG (Outside Brazos County) & Milam County PUMA,ZCTA5 77861,298492969,14145154780,298492969,10050251,1.0,0.021102,1,1,2020,tab20_puma520_zcta520_natl.txt,4803600,Brazos Valley COG (Outside Brazos County) & Milam County PUMA,14145154780,203110423,77861,ZCTA5 77861,298492969,10050251,298492969,10050251
77863,48,4803600,03600,Brazos Valley COG (Outside Brazos County) & Milam County PUMA,ZCTA5 77863,2038863,14145154780,2038863,59614,1.0,0.000144,1,1,2020,tab20_puma520_zcta520_natl.txt,4803600,Brazos Valley COG (Outside Brazos County) & Milam County PUMA,14145154780,203110423,77863,ZCTA5 77863,2038863,59614,2038863,59614
77864,48,4803600,03600,Brazos Valley COG (Outside Brazos County) & Milam County PUMA,ZCTA5 77864,462960597,14145154780,462960597,5351500,1.0,0.032729,1,1,2020,tab20_puma520_zcta520_natl.txt,4803600,Brazos Valley COG (Outside Brazos County) & Milam County PUMA,14145154780,203110423,77864,ZCTA5 77864,462960597,5351500,462960597,5351500
77865,48,4803600,03600,Brazos Valley COG (Outside Brazos County) & Milam County PUMA,ZCTA5 77865,407361704,14145154780,407361704,1224716,1.0,0.028799,1,1,2020,tab20_puma520_zcta520_natl.txt,4803600,Brazos Valley COG (Outside Brazos County) & Milam County PUMA,14145154780,203110423,77865,ZCTA5 77865,407361704,1224716,407361704,1224716
77867,48,4803600,03600,Brazos Valley COG (Outside Brazos County) & Milam County PUMA,ZCTA5 77867,62716930,14145154780,62716930,1320495,1.0,0.004434,1,1,2020,tab20_puma520_zcta520_natl.txt,4803600,Brazos Valley COG (Outside Brazos County) & Milam County PUMA,14145154780,203110423,77867,ZCTA5 77867,62716930,1320495,62716930,1320495
77868,48,4803600,03600,Brazos Valley COG (Outside Brazos County) & Milam County PUMA,ZCTA5 77868,719689935,14145154780,509828355,7359608,0.7084,0.036043,1,1,2020,tab20_puma520_zcta520_natl.txt,4803600,Brazos Valley COG (Outside Brazos County) & Milam County PUMA,14145154780,203110423,77868,ZCTA5 77868,719689935,9662209,509828355,7359608
77868,48,4807402,07402,Brazos County--College Station & Bryan Cities (Outer) PUMA,ZCTA5 77868,719689935,1439113874,204834892,2302601,0.284615,0.142334,2,0,2020,tab20_puma520_zcta520_natl.txt,4807402,Brazos County--College Station & Bryan Cities (Outer) PUMA,1439113874,13030756,77868,ZCTA5 77868,719689935,9662209,204834892,2302601
77868,48,4805000,05000,Houston-Galveston Area Council (West) PUMA,ZCTA5 77868,719689935,11134730681,5026688,0,0.006985,0.000451,3,0,2020,tab20_puma520_zcta520_natl.txt,4805000,Houston-Galveston Area Council (West) PUMA,11134730681,1439167922,77868,ZCTA5 77868,719689935,9662209,5026688,0
77871,48,4803600,03600,Brazos Valley COG (Outside Brazos County) & Milam County PUMA,ZCTA5 77871,528789159,14145154780,528789159,4460261,1.0,0.037383,1,1,2020,tab20_puma520_zcta520_natl.txt,4803600,Brazos Valley COG (Outside Brazos County) & Milam County PUMA,14145154780,203110423,77871,ZCTA5 77871,528789159,4460261,528789159,4460261
77872,48,4803600,03600,Brazos Valley COG (Outside Brazos County) & Milam County PUMA,ZCTA5 77872,243636995,14145154780,243636995,2775385,1.0,0.017224,1,1,2020,tab20_puma520_zcta520_natl.txt,4803600,Brazos Valley COG (Outside Brazos County) & Milam County PUMA,14145154780,203110423,77872,ZCTA5 77872,243636995,2775385,243636995,2775385
77873,48,4804501,04501,"Houston-Galveston Area Council--Montgomery County (Northeast), Conroe City (East) PUMA",ZCTA5 77873,233652611,1277472946,101886445,406319,0.43606,0.079756,1,1,2020,tab20_puma520_zcta520_natl.txt,4804501,"Houston-Galveston Area Council--Montgomery County (Northeast), Conroe City (East) PUMA",1277472946,52680889,77873,ZCTA5 77873,233652611,1366896,101886445,406319
77873,48,4803600,03600,Brazos Valley COG (Outside Brazos County) & Milam County PUMA,ZCTA5 77873,233652611,14145154780,82403677,683249,0.352676,0.005826,2,0,2020,tab20_puma520_zcta520_natl.txt,4803600,Brazos Valley COG (Outside Brazos County) & Milam County PUMA,14145154780,203110423,77873,ZCTA5 77873,233652611,1366896,82403677,683249
77873,48,4803900,03900,Deep East Texas COG (West) & Walker County PUMA,ZCTA5 77873,233652611,11228391467,49362489,277328,0.211264,0.004396,3,0,2020,tab20_puma520_zcta520_natl.txt,4803900,Deep East Texas COG (West) & Walker County PUMA,11228391467,399662737,77873,ZCTA5 77873,233652611,1366896,49362489,277328
77876,48,4803600,03600,Brazos Valley COG (Outside Brazos County) & Milam County PUMA,ZCTA5 77876,12613818,14145154780,12613818,88641,1.0,0.000892,1,1,2020,tab20_puma520_zcta520_natl.txt,4803600,Brazos Valley COG (Outside Brazos County) & Milam County PUMA,14145154780,203110423,77876,ZCTA5 77876,12613818,88641,12613818,88641
77878,48,4803600,03600,Brazos Valley COG (Outside Brazos County) & Milam County PUMA,ZCTA5 77878,58709482,14145154780,58709482,455502,1.0,0.004151,1,1,2020,tab20_puma520_zcta520_natl.txt,4803600,Brazos Valley COG (Outside Brazos County) & Milam County PUMA,14145154780,203110423,77878,ZCTA5 77878,58709482,455502,58709482,455502
77879,48,4803600,03600,Brazos Valley COG (Outside Brazos County) & Milam County PUMA,ZCTA5 77879,498230233,14145154780,498230233,30319173,1.0,0.035223,1,1,2020,tab20_puma520_zcta520_natl.txt,4803600,Brazos Valley COG (Outside Brazos County) & Milam County PUMA,14145154780,203110423,77879,ZCTA5 77879,498230233,30319173,498230233,30319173
77880,48,4803600,03600,Brazos Valley COG (Outside Brazos County) & Milam County PUMA,ZCTA5 77880,251045941,14145154780,251045941,4912486,1.0,0.017748,1,1,2020,tab20_puma520_zcta520_natl.txt,4803600,Brazos Valley COG (Outside Brazos County) & Milam County PUMA,14145154780,203110423,77880,ZCTA5 77880,251045941,4912486,251045941,4912486
77901,48,4805600,05600,Golden Crescent Regional Planning Commission (Southeast)--Victoria & Calhoun Counties PUMA,ZCTA5 77901,46884737,3597605658,46884737,0,1.0,0.013032,1,1,2020,tab20_puma520_zcta520_natl.txt,4805600,Golden Crescent Regional Planning Commission (Southeast)--Victoria & Calhoun Counties PUMA,3597605658,1379056945,77901,ZCTA5 77901,46884737,0,46884737,0
77904,48,4805600,05600,Golden Crescent Regional Planning Commission (Southeast)--Victoria & Calhoun Counties PUMA,ZCTA5 77904,284592538,3597605658,284592538,300397,1.0,0.079106,1,1,2020,tab20_puma520_zcta520_natl.txt,4805600,Golden Crescent Regional Planning Commission (Southeast)--Victoria & Calhoun Counties PUMA,3597605658,1379056945,77904,ZCTA5 77904,284592538,300397,284592538,300397
77905,48,4805600,05600,Golden Crescent Regional Planning Commission (Southeast)--Victoria & Calhoun Counties PUMA,ZCTA5 77905,1110394999,3597605658,1008211941,11709790,0.907976,0.280245,1,1,2020,tab20_puma520_zcta520_natl.txt,4805600,Golden Crescent Regional Planning Commission (Southeast)--Victoria & Calhoun Counties PUMA,3597605658,1379056945,77905,ZCTA5 77905,1110394999,21491977,1008211941,11709790
77905,48,4805500,05500,Golden Crescent Regional Planning Commission (North) & Wilson & Karnes Counties PUMA,ZCTA5 77905,1110394999,16001755708,102183058,9782187,0.092024,0.006386,2,0,2020,tab20_puma520_zcta520_natl.txt,4805500,Golden Crescent Regional Planning Commission (North) & Wilson & Karnes Counties PUMA,16001755708,131217631,77905,ZCTA5 77905,1110394999,21491977,102183058,9782187
77950,48,4806500,06500,Coastal Bend COG (Northeast) PUMA,ZCTA5 77950,363448754,6724202765,363448754,89733760,1.0,0.054051,1,1,2020,tab20_puma520_zcta520_natl.txt,4806500,Coastal Bend COG (Northeast) PUMA,6724202765,876050758,77950,ZCTA5 77950,363448754,89733760,363448754,89733760
77951,48,4805600,05600,Golden Crescent Regional Planning Commission (Southeast)--Victoria & Calhoun Counties PUMA,ZCTA5 77951,61808072,3597605658,61808072,871363,1.0,0.01718,1,1,2020,tab20_puma520_zcta520_natl.txt,4805600,Golden Crescent Regional Planning Commission (Southeast)--Victoria & Calhoun Counties PUMA,3597605658,1379056945,77951,ZCTA5 77951,61808072,871363,61808072,871363
77954,48,4805500,05500,Golden Crescent Regional Planning Commission (North) & Wilson & Karnes Counties PUMA,ZCTA5 77954,981733668,16001755708,981733668,1612017,1.0,0.061352,1,1,2020,tab20_puma520_zcta520_natl.txt,4805500,Golden Crescent Regional Planning Commission (North) & Wilson & Karnes Counties PUMA,16001755708,131217631,77954,ZCTA5 77954,981733668,1612017,981733668,1612017
77957,48,4805500,05500,Golden Crescent Regional Planning Commission (North) & Wilson & Karnes Counties PUMA,ZCTA5 77957,929404286,16001755708,929404286,13668808,1.0,0.058081,1,1,2020,tab20_puma520_zcta520_natl.txt,4805500,Golden Crescent Regional Planning Commission (North) & Wilson & Karnes Counties PUMA,16001755708,131217631,77957,ZCTA5 77957,929404286,13668808,929404286,13668808
77961,48,4805500,05500,Golden Crescent Regional Planning Commission (North) & Wilson & Karnes Counties PUMA,ZCTA5 77961,99106541,16001755708,99106541,126505,1.0,0.006193,1,1,2020,tab20_puma520_zcta520_natl.txt,4805500,Golden Crescent Regional Planning Commission (North) & Wilson & Karnes Counties PUMA,16001755708,131217631,77961,ZCTA5 77961,99106541,126505,99106541,126505
77962,48,4805500,05500,Golden Crescent Regional Planning Commission (North) & Wilson & Karnes Counties PUMA,ZCTA5 77962,490562081,16001755708,490562081,28782448,1.0,0.030657,1,1,2020,tab20_puma520_zcta520_natl.txt,4805500,Golden Crescent Regional Planning Commission (North) & Wilson & Karnes Counties PUMA,16001755708,131217631,77962,ZCTA5 77962,490562081,28782448,490562081,28782448
77963,48,4805500,05500,Golden Crescent Regional Planning Commission (North) & Wilson & Karnes Counties PUMA,ZCTA5 77963,1499547832,16001755708,1499547832,8614564,1.0,0.093711,1,1,2020,tab20_puma520_zcta520_natl.txt,4805500,Golden Crescent Regional Planning Commission (North) & Wilson & Karnes Counties PUMA,16001755708,131217631,77963,ZCTA5 77963,1499547832,8614564,1499547832,8614564
77964,48,4805500,05500,Golden Crescent Regional Planning Commission (North) & Wilson & Karnes Counties PUMA,ZCTA5 77964,1553464027,16001755708,1518923197,1530169,0.977765,0.094922,1,1,2020,tab20_puma520_zcta520_natl.txt,4805500,Golden Crescent Regional Planning Commission (North) & Wilson & Karnes Counties PUMA,16001755708,131217631,77964,ZCTA5 77964,1553464027,1782832,1518923197,1530169
77964,48,4805000,05000,Houston-Galveston Area Council (West) PUMA,ZCTA5 77964,1553464027,11134730681,34540830,252663,0.022235,0.003102,2,0,2020,tab20_puma520_zcta520_natl.txt,4805000,Houston-Galveston Area Council (West) PUMA,11134730681,1439167922,77964,ZCTA5 77964,1553464027,1782832,34540830,252663
77968,48,4805600,05600,Golden Crescent Regional Planning Commission (Southeast)--Victoria & Calhoun Counties PUMA,ZCTA5 77968,504395107,3597605658,504395107,204571,1.0,0.140203,1,1,2020,tab20_puma520_zcta520_natl.txt,4805600,Golden Crescent Regional Planning Commission (Southeast)--Victoria & Calhoun Counties PUMA,3597605658,1379056945,77968,ZCTA5 77968,504395107,204571,504395107,204571
77969,48,4805500,05500,Golden Crescent Regional Planning Commission (North) & Wilson & Karnes Counties PUMA,ZCTA5 77969,91551355,16001755708,91551355,1854152,1.0,0.005721,1,1,2020,tab20_puma520_zcta520_natl.txt,4805500,Golden Crescent Regional Planning Commission (North) & Wilson & Karnes Counties PUMA,16001755708,131217631,77969,ZCTA5 77969,91551355,1854152,91551355,1854152
77970,48,4805500,05500,Golden Crescent Regional Planning Commission (North) & Wilson & Karnes Counties PUMA,ZCTA5 77970,119104398,16001755708,119104398,527548,1.0,0.007443,1,1,2020,tab20_puma520_zcta520_natl.txt,4805500,Golden Crescent Regional Planning Commission (North) & Wilson & Karnes Counties PUMA,16001755708,131217631,77970,ZCTA5 77970,119104398,527548,119104398,527548
