NAME,B25003_001E,B25003_002E,B25003_003E,zip code tabulation area
ZCTA5 58554,12208,8886,3322,58554
ZCTA5 58558,310,259,51,58558
ZCTA5 58559,170,151,19,58559
ZCTA5 58560,84,80,4,58560
ZCTA5 58561,425,335,90,58561
ZCTA5 58562,170,152,18,58562
ZCTA5 58563,718,622,96,58563
ZCTA5 58564,51,49,2,58564
ZCTA5 58565,110,92,18,58565
ZCTA5 58566,106,73,33,58566
ZCTA5 58568,166,99,67,58568
ZCTA5 58569,41,41,0,58569
ZCTA5 58570,132,127,5,58570
ZCTA5 58571,277,258,19,58571
ZCTA5 58572,127,111,16,58572
ZCTA5 58573,281,219,62,58573
ZCTA5 58575,410,365,45,58575
ZCTA5 58576,495,411,84,58576
ZCTA5 58577,883,654,229,58577
ZCTA5 58579,466,396,70,58579
ZCTA5 58580,237,206,31,58580
ZCTA5 58581,139,118,21,58581
ZCTA5 58601,12095,7809,4286,58601
ZCTA5 58620,72,64,8,58620
ZCTA5 58621,524,413,111,58621
ZCTA5 58622,682,539,143,58622
ZCTA5 58623,863,711,152,58623
ZCTA5 58625,121,115,6,58625
ZCTA5 58626,187,103,84,58626
ZCTA5 58627,65,45,20,58627
ZCTA5 58630,184,157,27,58630
ZCTA5 58631,447,377,70,58631
ZCTA5 58632,98,67,31,58632
ZCTA5 58634,198,115,83,58634
ZCTA5 58636,360,265,95,58636
ZCTA5 58638,355,270,85,58638
ZCTA5 58639,850,592,258,58639
ZCTA5 58640,490,385,105,58640
ZCTA5 58641,20,16,4,58641
ZCTA5 58642,136,120,16,58642
ZCTA5 58643,71,52,19,58643
ZCTA5 58644,7,7,0,58644
ZCTA5 58645,155,108,47,58645
ZCTA5 58646,542,409,133,58646
ZCTA5 58647,501,382,119,58647
ZCTA5 58649,151,119,32,58649
ZCTA5 58650,200,168,32,58650
ZCTA5 58651,253,206,47,58651
ZCTA5 58652,494,429,65,58652
ZCTA5 58653,292,232,60,58653
ZCTA5 58654,85,84,1,58654
ZCTA5 58655,238,193,45,58655
ZCTA5 58656,174,169,5,58656
ZCTA5 58701,14362,8705,5657,58701
ZCTA5 58703,9575,5840,3735,58703
ZCTA5 58704,1344,6,1338,58704
ZCTA5 58705,0,0,0,58705
ZCTA5 58707,0,0,0,58707
ZCTA5 58710,251,231,20,58710
ZCTA5 58711,60,57,3,58711
ZCTA5 58712,30,27,3,58712
ZCTA5 58713,34,34,0,58713
ZCTA5 58716,122,120,2,58716
ZCTA5 58718,380,286,94,58718
ZCTA5 58721,211,168,43,58721
ZCTA5 58722,555,415,140,58722
ZCTA5 58723,104,84,20,58723
ZCTA5 58725,160,154,6,58725
ZCTA5 58727,90,89,1,58727
ZCTA5 58730,635,453,182,58730
ZCTA5 58731,105,84,21,58731
ZCTA5 58733,144,142,2,58733
ZCTA5 58734,100,100,0,58734
ZCTA5 58735,162,151,11,58735
ZCTA5 58736,255,197,58,58736
ZCTA5 58737,36,35,1,58737
ZCTA5 58740,290,241,49,58740
ZCTA5 58741,296,276,20,58741
ZCTA5 58744,56,54,2,58744
ZCTA5 58746,730,601,129,58746
ZCTA5 58748,53,52,1,58748
ZCTA5 58750,247,176,71,58750
ZCTA5 58752,118,70,48,58752
ZCTA5 58755,76,65,11,58755
ZCTA5 58756,76,64,12,58756
ZCTA5 58757,364,148,216,58757
ZCTA5 58758,133,133,0,58758
ZCTA5 58759,293,255,38,58759
ZCTA5 58760,97,87,10,58760
ZCTA5 58761,363,270,93,58761
ZCTA5 58762,75,56,19,58762
ZCTA5 58763,1827,1002,825,58763
ZCTA5 58765,188,155,33,58765
ZCTA5 58768,112,84,28,58768
ZCTA5 58769,71,43,28,58769
ZCTA5 58770,599,346,253,58770
ZCTA5 58771,265,215,50,58771
ZCTA5 58772,102,42,60,58772
ZCTA5 58773,389,320,69,58773
ZCTA5 58775,89,57,32,58775
ZCTA5 58776,144,65,79,58776
ZCTA5 58778,90,90,0,58778
ZCTA5 58779,129,104,25,58779
ZCTA5 58781,266,238,28,58781
ZCTA5 58782,223,165,58,58782
ZCTA5 58783,138,130,8,58783
ZCTA5 58784,1129,758,371,58784
ZCTA5 58785,620,588,32,58785
ZCTA5 58787,43,37,6,58787
ZCTA5 58788,434,338,96,58788
ZCTA5 58789,156,137,19,58789
ZCTA5 58790,607,478,129,58790
ZCTA5 58792,89,60,29,58792
ZCTA5 58793,236,182,54,58793
ZCTA5 58794,60,57,3,58794
ZCTA5 58795,123,113,10,58795
ZCTA5 58801,12983,6527,6456,58801
ZCTA5 58830,37,37,0,58830
ZCTA5 58831,443,332,111,58831
ZCTA5 58833,41,40,1,58833
ZCTA5 58835,300,261,39,58835
ZCTA5 58838,144,93,51,58838
ZCTA5 58843,229,199,30,58843
ZCTA5 58844,52,37,15,58844
ZCTA5 58845,269,228,41,58845
ZCTA5 58847,147,66,81,58847
ZCTA5 58849,473,355,118,58849
ZCTA5 58852,870,470,400,58852
ZCTA5 58853,131,90,41,58853
ZCTA5 58854,3752,1757,1995,58854
ZCTA5 58856,82,53,29,58856
ZCTA5 59001,624,504,120,59001
ZCTA5 59002,69,36,33,59002
ZCTA5 59003,584,225,359,59003
ZCTA5 59006,359,320,39,59006
ZCTA5 59007,35,23,12,59007
ZCTA5 59008,169,154,15,59008
ZCTA5 59010,89,87,2,59010
ZCTA5 59011,1308,1034,274,59011
ZCTA5 59012,22,9,13,59012
ZCTA5 59013,72,72,0,59013
ZCTA5 59014,609,453,156,59014
ZCTA5 59015,126,112,14,59015
ZCTA5 59016,283,161,122,59016
ZCTA5 59018,309,254,55,59018
ZCTA5 59019,1794,1509,285,59019
ZCTA5 59020,56,25,31,59020
ZCTA5 59022,507,382,125,59022
ZCTA5 59024,143,115,28,59024
ZCTA5 59025,36,16,20,59025
ZCTA5 59026,60,38,22,59026
ZCTA5 59027,301,272,29,59027
ZCTA5 59028,247,192,55,59028
ZCTA5 59029,307,251,56,59029
ZCTA5 59030,621,350,271,59030
ZCTA5 59031,67,56,11,59031
ZCTA5 59032,214,154,60,59032
ZCTA5 59033,85,85,0,59033
ZCTA5 59034,1853,1102,751,59034
ZCTA5 59035,95,89,6,59035
ZCTA5 59036,660,474,186,59036
ZCTA5 59037,877,803,74,59037
ZCTA5 59038,333,217,116,59038
ZCTA5 59039,7,5,2,59039
ZCTA5 59041,786,639,147,59041
ZCTA5 59043,675,401,274,59043
ZCTA5 59044,4919,3546,1373,59044
ZCTA5 59046,226,188,38,59046
ZCTA5 59047,6427,4374,2053,59047
ZCTA5 59050,320,242,78,59050
ZCTA5 59052,113,92,21,59052
ZCTA5 59053,176,135,41,59053
ZCTA5 59054,102,92,10,59054
ZCTA5 59055,17,8,9,59055
ZCTA5 59057,317,308,9,59057
ZCTA5 59058,18,18,0,59058
ZCTA5 59059,89,81,8,59059
ZCTA5 59061,151,123,28,59061
ZCTA5 59062,22,19,3,59062
ZCTA5 59063,784,653,131,59063
ZCTA5 59064,95,82,13,59064
ZCTA5 59065,88,51,37,59065
ZCTA5 59066,142,108,34,59066
ZCTA5 59067,50,36,14,59067
ZCTA5 59068,2034,1463,571,59068
ZCTA5 59069,214,195,19,59069
ZCTA5 59070,451,404,47,59070
ZCTA5 59071,18,18,0,59071
ZCTA5 59072,1923,1618,305,59072
ZCTA5 59074,197,166,31,59074
ZCTA5 59075,68,59,9,59075
ZCTA5 59076,11,10,1,59076
ZCTA5 59077,21,17,4,59077
ZCTA5 59078,54,40,14,59078
ZCTA5 59079,1600,1533,67,59079
ZCTA5 59081,58,55,3,59081
ZCTA5 59082,1,1,0,59082
ZCTA5 59083,3,3,0,59083
ZCTA5 59085,35,35,0,59085
ZCTA5 59086,401,297,104,59086
ZCTA5 59087,201,146,55,59087
ZCTA5 59088,452,335,117,59088
ZCTA5 59089,192,143,49,59089
ZCTA5 59101,17655,9956,7699,59101
ZCTA5 59102,21491,14724,6767,59102
ZCTA5 59105,13816,10486,3330,59105
ZCTA5 59106,8164,6476,1688,59106
ZCTA5 59201,1690,1088,602,59201
ZCTA5 59211,57,42,15,59211
ZCTA5 59212,186,151,35,59212
ZCTA5 59213,248,192,56,59213
ZCTA5 59214,20,20,0,59214
ZCTA5 59215,462,405,57,59215
ZCTA5 59217,46,46,0,59217
ZCTA5 59218,320,225,95,59218
ZCTA5 59219,51,45,6,59219
ZCTA5 59221,868,705,163,59221
ZCTA5 59222,119,112,7,59222
ZCTA5 59223,16,16,0,59223
ZCTA5 59225,151,93,58,59225
ZCTA5 59226,170,146,24,59226
ZCTA5 59230,1924,1485,439,59230
ZCTA5 59231,92,82,10,59231
ZCTA5 59240,9,9,0,59240
ZCTA5 59241,193,128,65,59241
ZCTA5 59242,26,23,3,59242
ZCTA5 59243,148,97,51,59243
ZCTA5 59244,22,17,5,59244
ZCTA5 59247,161,109,52,59247
ZCTA5 59248,383,348,35,59248
ZCTA5 59250,77,70,7,59250
ZCTA5 59252,35,35,0,59252
ZCTA5 59253,25,16,9,59253
ZCTA5 59254,792,549,243,59254
ZCTA5 59255,734,475,259,59255
ZCTA5 59256,98,53,45,59256
ZCTA5 59257,36,29,7,59257
ZCTA5 59258,75,44,31,59258
ZCTA5 59259,137,111,26,59259
ZCTA5 59260,43,37,6,59260
ZCTA5 59261,226,173,53,59261
ZCTA5 59262,298,200,98,59262
ZCTA5 59263,567,464,103,59263
ZCTA5 59270,3420,2182,1238,59270
ZCTA5 59273,5,4,1,59273
ZCTA5 59274,152,143,9,59274
ZCTA5 59275,165,150,15,59275
ZCTA5 59276,16,11,5,59276
ZCTA5 59301,4873,3365,1508,59301
ZCTA5 59311,74,49,25,59311
ZCTA5 59312,9,9,0,59312
ZCTA5 59313,953,640,313,59313
ZCTA5 59314,52,40,12,59314
ZCTA5 59315,42,28,14,59315
ZCTA5 59316,11,11,0,59316
ZCTA5 59317,426,328,98,59317
ZCTA5 59318,46,36,10,59318
ZCTA5 59319,22,9,13,59319
ZCTA5 59322,36,22,14,59322
ZCTA5 59323,802,664,138,59323
ZCTA5 59324,343,241,102,59324
ZCTA5 59326,107,83,24,59326
ZCTA5 59327,1097,715,382,59327
ZCTA5 59330,3342,2387,955,59330
ZCTA5 59332,72,21,51,59332
ZCTA5 59333,3,2,1,59333
ZCTA5 59336,81,65,16,59336
ZCTA5 59337,294,206,88,59337
ZCTA5 59338,81,69,12,59338
ZCTA5 59339,79,59,20,59339
ZCTA5 59343,15,15,0,59343
ZCTA5 59344,168,135,33,59344
ZCTA5 59345,18,17,1,59345
ZCTA5 59347,136,105,31,59347
ZCTA5 59349,440,372,68,59349
ZCTA5 59351,88,86,2,59351
ZCTA5 59353,465,338,127,59353
ZCTA5 59354,76,48,28,59354
ZCTA5 59401,6290,3485,2805,59401
ZCTA5 59404,11106,9430,1676,59404
ZCTA5 59405,14248,8127,6121,59405
ZCTA5 59410,249,165,84,59410
ZCTA5 59411,184,126,58,59411
ZCTA5 59412,678,521,157,59412
ZCTA5 59414,404,302,102,59414
ZCTA5 59416,180,122,58,59416
ZCTA5 59417,2318,1334,984,59417
ZCTA5 59418,46,15,31,59418
ZCTA5 59419,29,24,5,59419
ZCTA5 59420,49,42,7,59420
ZCTA5 59421,969,835,134,59421
ZCTA5 59422,1112,787,325,59422
ZCTA5 59424,48,38,10,59424
ZCTA5 59425,1422,922,500,59425
ZCTA5 59427,1626,1151,475,59427
ZCTA5 59430,216,174,42,59430
ZCTA5 59432,72,64,8,59432
ZCTA5 59433,214,140,74,59433
ZCTA5 59434,164,124,40,59434
ZCTA5 59435,14,14,0,59435
ZCTA5 59436,806,643,163,59436
ZCTA5 59440,192,108,84,59440
ZCTA5 59441,43,33,10,59441
ZCTA5 59442,677,528,149,59442
ZCTA5 59443,270,240,30,59443
ZCTA5 59444,88,45,43,59444
ZCTA5 59446,243,202,41,59446
ZCTA5 59447,119,79,40,59447
ZCTA5 59448,153,59,94,59448
ZCTA5 59450,197,130,67,59450
ZCTA5 59451,57,54,3,59451
ZCTA5 59452,255,165,90,59452
ZCTA5 59453,160,134,26,59453
ZCTA5 59454,60,52,8,59454
ZCTA5 59456,133,36,97,59456
ZCTA5 59457,4186,2533,1653,59457
ZCTA5 59460,107,104,3,59460
ZCTA5 59461,11,8,3,59461
ZCTA5 59462,66,59,7,59462
ZCTA5 59463,95,90,5,59463
ZCTA5 59464,233,160,73,59464
ZCTA5 59465,20,20,0,59465
ZCTA5 59466,63,33,30,59466
ZCTA5 59467,23,19,4,59467
ZCTA5 59468,328,299,29,59468
ZCTA5 59469,59,57,2,59469
ZCTA5 59471,133,93,40,59471
ZCTA5 59472,217,198,19,59472
ZCTA5 59474,1335,843,492,59474
ZCTA5 59477,172,135,37,59477
ZCTA5 59479,327,238,89,59479
ZCTA5 59480,160,141,19,59480
ZCTA5 59482,170,134,36,59482
ZCTA5 59483,121,118,3,59483
ZCTA5 59484,34,31,3,59484
ZCTA5 59485,286,258,28,59485
ZCTA5 59486,493,418,75,59486
ZCTA5 59487,595,519,76,59487
ZCTA5 59489,203,162,41,59489
ZCTA5 59501,4969,3403,1566,59501
ZCTA5 59520,425,304,121,59520
ZCTA5 59521,1001,374,627,59521
ZCTA5 59522,493,278,215,59522
ZCTA5 59523,911,688,223,59523
ZCTA5 59524,234,185,49,59524
ZCTA5 59525,131,105,26,59525
ZCTA5 59526,760,441,319,59526
ZCTA5 59527,314,182,132,59527
ZCTA5 59528,105,85,20,59528
ZCTA5 59529,45,28,17,59529
ZCTA5 59530,59,59,0,59530
ZCTA5 59531,129,108,21,59531
ZCTA5 59532,52,28,24,59532
ZCTA5 59535,16,3,13,59535
ZCTA5 59537,41,41,0,59537
ZCTA5 59538,1144,808,336,59538
ZCTA5 59540,175,118,57,59540
ZCTA5 59542,134,92,42,59542
ZCTA5 59544,90,42,48,59544
ZCTA5 59545,27,27,0,59545
ZCTA5 59546,114,112,2,59546
ZCTA5 59547,29,14,15,59547
ZCTA5 59601,14984,8361,6623,59601
ZCTA5 59602,11688,9826,1862,59602
ZCTA5 59623,0,0,0,59623
ZCTA5 59625,0,0,0,59625
ZCTA5 59631,164,124,40,59631
ZCTA5 59632,989,771,218,59632
ZCTA5 59633,179,128,51,59633
ZCTA5 59634,1974,1854,120,59634
ZCTA5 59635,3381,2799,582,59635
ZCTA5 59636,22,0,22,59636
ZCTA5 59638,271,265,6,59638
ZCTA5 59639,560,487,73,59639
ZCTA5 59640,58,43,15,59640
ZCTA5 59642,29,12,17,59642
ZCTA5 59643,321,303,18,59643
ZCTA5 59644,1745,1442,303,59644
ZCTA5 59645,716,546,170,59645
ZCTA5 59647,143,121,22,59647
ZCTA5 59648,177,158,19,59648
ZCTA5 59701,14888,10384,4504,59701
ZCTA5 59710,111,84,27,59710
ZCTA5 59711,4567,3390,1177,59711
ZCTA5 59713,99,54,45,59713
ZCTA5 59714,9725,6854,2871,59714
ZCTA5 59715,16090,8977,7113,59715
ZCTA5 59716,820,747,73,59716
ZCTA5 59718,19126,10616,8510,59718
ZCTA5 59720,142,125,17,59720
ZCTA5 59721,190,142,48,59721
ZCTA5 59722,1840,1304,536,59722
ZCTA5 59724,37,13,24,59724
ZCTA5 59725,3573,2287,1286,59725
ZCTA5 59727,104,92,12,59727
ZCTA5 59728,185,151,34,59728
ZCTA5 59729,1275,1001,274,59729
ZCTA5 59730,943,626,317,59730
ZCTA5 59731,80,77,3,59731
ZCTA5 59732,75,53,22,59732
ZCTA5 59733,72,59,13,59733
ZCTA5 59735,127,99,28,59735
ZCTA5 59736,76,36,40,59736
ZCTA5 59739,143,125,18,59739
ZCTA5 59740,213,213,0,59740
ZCTA5 59741,2233,1818,415,59741
ZCTA5 59743,74,53,21,59743
ZCTA5 59745,32,25,7,59745
ZCTA5 59746,58,52,6,59746
ZCTA5 59747,59,52,7,59747
ZCTA5 59748,97,97,0,59748
ZCTA5 59749,798,693,105,59749
ZCTA5 59750,178,178,0,59750
ZCTA5 59751,63,51,12,59751
ZCTA5 59752,2013,1681,332,59752
ZCTA5 59754,418,301,117,59754
ZCTA5 59755,80,71,9,59755
ZCTA5 59756,23,0,23,59756
ZCTA5 59758,822,495,327,59758
ZCTA5 59759,1630,1269,361,59759
ZCTA5 59760,90,85,5,59760
ZCTA5 59761,146,107,39,59761
ZCTA5 59762,117,106,11,59762
ZCTA5 59801,15038,6412,8626,59801
ZCTA5 59802,9530,4920,4610,59802
ZCTA5 59803,6774,4818,1956,59803
ZCTA5 59804,3352,2205,1147,59804
ZCTA5 59808,10174,5951,4223,59808
ZCTA5 59812,8,0,8,59812
ZCTA5 59820,760,677,83,59820
ZCTA5 59821,999,757,242,59821
ZCTA5 59823,819,708,111,59823
ZCTA5 59824,596,464,132,59824
ZCTA5 59825,946,819,127,59825
ZCTA5 59826,282,251,31,59826
ZCTA5 59827,207,180,27,59827
ZCTA5 59828,2314,1941,373,59828
ZCTA5 59829,955,739,216,59829
ZCTA5 59830,48,30,18,59830
ZCTA5 59831,183,131,52,59831
ZCTA5 59832,383,317,66,59832
ZCTA5 59833,2414,2170,244,59833
ZCTA5 59834,867,804,63,59834
ZCTA5 59837,280,216,64,59837
ZCTA5 59840,6682,4696,1986,59840
ZCTA5 59841,183,114,69,59841
ZCTA5 59842,46,38,8,59842
ZCTA5 59843,107,68,39,59843
ZCTA5 59844,253,189,64,59844
ZCTA5 59845,542,375,167,59845
ZCTA5 59846,597,581,16,59846
ZCTA5 59847,2449,1855,594,59847
ZCTA5 59848,41,33,8,59848
ZCTA5 59851,96,85,11,59851
ZCTA5 59853,395,309,86,59853
ZCTA5 59854,94,78,16,59854
ZCTA5 59855,203,115,88,59855
ZCTA5 59856,46,46,0,59856
ZCTA5 59858,673,480,193,59858
ZCTA5 59859,1854,1449,405,59859
ZCTA5 59860,4899,3565,1334,59860
ZCTA5 59863,78,78,0,59863
ZCTA5 59864,2581,1817,764,59864
ZCTA5 59865,1268,930,338,59865
ZCTA5 59866,554,454,100,59866
ZCTA5 59867,37,37,0,59867
ZCTA5 59868,923,805,118,59868
ZCTA5 59870,4621,3908,713,59870
ZCTA5 59871,139,122,17,59871
ZCTA5 59872,1050,828,222,59872
ZCTA5 59873,1296,1130,166,59873
ZCTA5 59874,827,743,84,59874
ZCTA5 59875,1584,1354,230,59875
ZCTA5 59901,24367,17048,7319,59901
ZCTA5 59910,291,225,66,59910
ZCTA5 59911,4077,3423,654,59911
ZCTA5 59912,5995,4319,1676,59912
ZCTA5 59913,246,246,0,59913
ZCTA5 59914,165,118,47,59914
ZCTA5 59915,162,134,28,59915
ZCTA5 59916,99,92,7,59916
ZCTA5 59917,1969,1758,211,59917
ZCTA5 59918,226,198,28,59918
ZCTA5 59919,260,224,36,59919
ZCTA5 59920,543,519,24,59920
ZCTA5 59922,932,654,278,59922
ZCTA5 59923,4847,3491,1356,59923
ZCTA5 59925,588,512,76,59925
ZCTA5 59926,142,100,42,59926
ZCTA5 59927,129,91,38,59927
ZCTA5 59928,46,40,6,59928
ZCTA5 59929,100,96,4,59929
ZCTA5 59930,402,290,112,59930
ZCTA5 59931,133,131,2,59931
ZCTA5 59932,857,568,289,59932
ZCTA5 59933,2,0,2,59933
ZCTA5 59934,229,168,61,59934
ZCTA5 59935,1407,1145,262,59935
ZCTA5 59936,264,204,60,59936
ZCTA5 59937,6982,5127,1855,59937
ZCTA5 60002,9319,7394,1925,60002
ZCTA5 60004,20236,15777,4459,60004
ZCTA5 60005,12683,8129,4554,60005
ZCTA5 60007,13262,9876,3386,60007
ZCTA5 60008,8890,6290,2600,60008
ZCTA5 60010,16529,14351,2178,60010
ZCTA5 60012,4220,4086,134,60012
ZCTA5 60013,9892,8696,1196,60013
ZCTA5 60014,17644,14096,3548,60014
ZCTA5 60015,10346,8760,1586,60015
ZCTA5 60016,23854,16127,7727,60016
ZCTA5 60018,9589,7102,2487,60018
ZCTA5 60020,5120,3730,1390,60020
ZCTA5 60021,1903,1680,223,60021
ZCTA5 60022,2851,2612,239,60022
ZCTA5 60025,16187,12830,3357,60025
ZCTA5 60026,5414,3697,1717,60026
ZCTA5 60029,183,181,2,60029
ZCTA5 60030,14391,12021,2370,60030
ZCTA5 60031,14307,11142,3165,60031
ZCTA5 60033,4697,3288,1409,60033
ZCTA5 60034,703,522,181,60034
ZCTA5 60035,11787,9875,1912,60035
ZCTA5 60040,2025,1133,892,60040
ZCTA5 60041,3706,2923,783,60041
ZCTA5 60042,3088,2559,529,60042
ZCTA5 60043,762,743,19,60043
ZCTA5 60044,4159,2952,1207,60044
ZCTA5 60045,7470,6650,820,60045
ZCTA5 60046,12064,10156,1908,60046
ZCTA5 60047,15581,13692,1889,60047
ZCTA5 60048,10493,8856,1637,60048
ZCTA5 60050,13188,9932,3256,60050
ZCTA5 60051,10054,8668,1386,60051
ZCTA5 60053,9215,7853,1362,60053
ZCTA5 60056,21727,14932,6795,60056
ZCTA5 60060,13542,9996,3546,60060
ZCTA5 60061,11343,7737,3606,60061
ZCTA5 60062,16135,13383,2752,60062
ZCTA5 60064,5066,2107,2959,60064
ZCTA5 60067,15672,11945,3727,60067
ZCTA5 60068,14850,12596,2254,60068
ZCTA5 60069,3424,2730,694,60069
ZCTA5 60070,6628,4408,2220,60070
ZCTA5 60071,1843,1203,640,60071
ZCTA5 60072,332,313,19,60072
ZCTA5 60073,20236,15808,4428,60073
ZCTA5 60074,14659,9024,5635,60074
ZCTA5 60075,38,38,0,60075
ZCTA5 60076,11596,9438,2158,60076
ZCTA5 60077,11099,7156,3943,60077
ZCTA5 60081,3335,3101,234,60081
ZCTA5 60083,3662,3387,275,60083
ZCTA5 60084,6361,5036,1325,60084
ZCTA5 60085,25566,12313,13253,60085
ZCTA5 60087,10192,6106,4086,60087
ZCTA5 60088,1296,6,1290,60088
ZCTA5 60089,16206,12938,3268,60089
ZCTA5 60090,15100,9437,5663,60090
ZCTA5 60091,10238,8996,1242,60091
ZCTA5 60093,7097,6486,611,60093
ZCTA5 60096,2854,2489,365,60096
ZCTA5 60097,4486,3975,511,60097
ZCTA5 60098,13168,10039,3129,60098
ZCTA5 60099,11287,7305,3982,60099
ZCTA5 60101,13557,9269,4288,60101
ZCTA5 60102,11751,10378,1373,60102
ZCTA5 60103,14392,12849,1543,60103
ZCTA5 60104,5948,4665,1283,60104
ZCTA5 60106,7565,4035,3530,60106
ZCTA5 60107,13039,11604,1435,60107
ZCTA5 60108,9339,7032,2307,60108
ZCTA5 60109,173,148,25,60109
ZCTA5 60110,11815,8432,3383,60110
ZCTA5 60111,89,63,26,60111
ZCTA5 60112,1599,1257,342,60112
ZCTA5 60113,111,73,38,60113
ZCTA5 60115,17262,7418,9844,60115
ZCTA5 60118,6688,4530,2158,60118
ZCTA5 60119,4344,4016,328,60119
ZCTA5 60120,16676,10963,5713,60120
ZCTA5 60123,17562,12785,4777,60123
ZCTA5 60124,8832,8161,671,60124
ZCTA5 60126,17598,14200,3398,60126
ZCTA5 60129,89,74,15,60129
ZCTA5 60130,7085,3743,3342,60130
ZCTA5 60131,5953,4490,1463,60131
ZCTA5 60133,11233,8701,2532,60133
ZCTA5 60134,11092,9542,1550,60134
ZCTA5 60135,2901,2205,696,60135
ZCTA5 60136,2870,2666,204,60136
ZCTA5 60137,14240,11533,2707,60137
ZCTA5 60139,11221,7219,4002,60139
ZCTA5 60140,7537,6712,825,60140
ZCTA5 60141,127,0,127,60141
ZCTA5 60142,12891,11517,1374,60142
ZCTA5 60143,4443,3188,1255,60143
ZCTA5 60144,29,20,9,60144
ZCTA5 60145,900,793,107,60145
ZCTA5 60146,968,693,275,60146
ZCTA5 60148,20423,14596,5827,60148
ZCTA5 60150,591,451,140,60150
ZCTA5 60151,1437,1191,246,60151
ZCTA5 60152,4575,3434,1141,60152
ZCTA5 60153,7413,4445,2968,60153
ZCTA5 60154,6908,6275,633,60154
ZCTA5 60155,3167,1908,1259,60155
ZCTA5 60156,9692,8180,1512,60156
ZCTA5 60157,955,904,51,60157
ZCTA5 60160,8463,4795,3668,60160
ZCTA5 60162,3170,2070,1100,60162
ZCTA5 60163,1789,1467,322,60163
ZCTA5 60164,7082,5443,1639,60164
ZCTA5 60165,1185,572,613,60165
ZCTA5 60169,12254,8017,4237,60169
ZCTA5 60171,4196,2332,1864,60171
ZCTA5 60172,9130,7254,1876,60172
ZCTA5 60173,6528,2181,4347,60173
ZCTA5 60174,12618,8715,3903,60174
ZCTA5 60175,8670,8288,382,60175
ZCTA5 60176,4353,2579,1774,60176
ZCTA5 60177,8868,7024,1844,60177
ZCTA5 60178,8735,6370,2365,60178
ZCTA5 60180,704,553,151,60180
ZCTA5 60181,11437,8144,3293,60181
ZCTA5 60183,14,9,5,60183
ZCTA5 60184,956,926,30,60184
ZCTA5 60185,10620,8212,2408,60185
ZCTA5 60187,9977,6902,3075,60187
ZCTA5 60188,15350,10576,4774,60188
ZCTA5 60189,11846,9215,2631,60189
ZCTA5 60190,4545,4154,391,60190
ZCTA5 60191,5488,4249,1239,60191
ZCTA5 60192,5872,5387,485,60192
ZCTA5 60193,15842,12002,3840,60193
ZCTA5 60194,7555,5545,2010,60194
ZCTA5 60195,2147,615,1532,60195
ZCTA5 60201,17678,9659,8019,60201
ZCTA5 60202,14027,8148,5879,60202
ZCTA5 60203,1663,1591,72,60203
ZCTA5 60208,0,0,0,60208
ZCTA5 60301,2116,279,1837,60301
ZCTA5 60302,14778,9110,5668,60302
ZCTA5 60304,6493,4648,1845,60304
ZCTA5 60305,4460,3911,549,60305
ZCTA5 60401,2772,2329,443,60401
ZCTA5 60402,23206,14828,8378,60402
ZCTA5 60403,8164,5499,2665,60403
ZCTA5 60404,7512,7144,368,60404
ZCTA5 60406,9057,4701,4356,60406
ZCTA5 60407,649,574,75,60407
ZCTA5 60408,2128,1828,300,60408
ZCTA5 60409,14332,7986,6346,60409
ZCTA5 60410,4679,4180,499,60410
ZCTA5 60411,18348,11969,6379,60411
ZCTA5 60415,5234,2624,2610,60415
ZCTA5 60416,3824,2925,899,60416
ZCTA5 60417,5988,5386,602,60417
ZCTA5 60418,4902,3737,1165,60418
ZCTA5 60419,7820,5677,2143,60419
ZCTA5 60420,1901,1306,595,60420
ZCTA5 60421,1492,1306,186,60421
ZCTA5 60422,3592,3417,175,60422
ZCTA5 60423,11162,10495,667,60423
ZCTA5 60424,812,572,240,60424
ZCTA5 60425,3230,2562,668,60425
ZCTA5 60426,8799,5199,3600,60426
ZCTA5 60428,3544,2696,848,60428
ZCTA5 60429,5273,3904,1369,60429
ZCTA5 60430,7331,5958,1373,60430
ZCTA5 60431,8880,8270,610,60431
ZCTA5 60432,6603,3880,2723,60432
ZCTA5 60433,5540,3550,1990,60433
ZCTA5 60435,18795,12483,6312,60435
ZCTA5 60436,6615,3859,2756,60436
ZCTA5 60437,46,44,2,60437
ZCTA5 60438,11431,8259,3172,60438
ZCTA5 60439,8794,7687,1107,60439
ZCTA5 60440,17230,12918,4312,60440
ZCTA5 60441,12956,10894,2062,60441
ZCTA5 60442,4721,4279,442,60442
ZCTA5 60443,8319,6518,1801,60443
ZCTA5 60444,703,601,102,60444
ZCTA5 60445,5854,4481,1373,60445
ZCTA5 60446,13508,10924,2584,60446
ZCTA5 60447,5321,4697,624,60447
ZCTA5 60448,8933,8175,758,60448
ZCTA5 60449,3597,3402,195,60449
ZCTA5 60450,8741,5670,3071,60450
ZCTA5 60451,12457,11597,860,60451
ZCTA5 60452,10279,8472,1807,60452
ZCTA5 60453,21618,17838,3780,60453
ZCTA5 60455,6073,3987,2086,60455
ZCTA5 60456,1773,1319,454,60456
ZCTA5 60457,5622,3997,1625,60457
ZCTA5 60458,5409,2993,2416,60458
ZCTA5 60459,9539,7719,1820,60459
ZCTA5 60460,568,489,79,60460
ZCTA5 60461,1964,1746,218,60461
ZCTA5 60462,16432,13630,2802,60462
