zcta,zcta_name,state_fips,total_households,income_low_pct,income_medium_pct,income_high_pct,income_very_high_pct,owner_pct,renter_pct,married_household_pct,partial_high_school_pct,high_school_pct,partial_college_pct,bachelors_pct,graduate_degree_pct,age_18_24_pct,age_25_34_pct,age_35_44_pct,age_45_64_pct,age_65_plus_pct,source_year,source_dataset,income_total,income_low_count,income_medium_count,income_high_count,income_very_high_count,tenure_total,owner_count,renter_count,household_type_total,married_household_count,education_total,partial_high_school_count,high_school_count,partial_college_count,bachelors_count,graduate_degree_count,age_18_plus_count,age_18_24_count,age_25_34_count,age_35_44_count,age_45_64_count,age_65_plus_count,income_low_pct_was_clipped,income_medium_pct_was_clipped,income_high_pct_was_clipped,income_very_high_pct_was_clipped,owner_pct_was_clipped,renter_pct_was_clipped,married_household_pct_was_clipped,partial_high_school_pct_was_clipped,high_school_pct_was_clipped,partial_college_pct_was_clipped,bachelors_pct_was_clipped,graduate_degree_pct_was_clipped,age_18_24_pct_was_clipped,age_25_34_pct_was_clipped,age_35_44_pct_was_clipped,age_45_64_pct_was_clipped,age_65_plus_pct_was_clipped,any_pct_was_clipped,B01001_007E,B01001_008E,B01001_009E,B01001_010E,B01001_011E,B01001_012E,B01001_013E,B01001_014E,B01001_015E,B01001_016E,B01001_017E,B01001_018E,B01001_019E,B01001_020E,B01001_021E,B01001_022E,B01001_023E,B01001_024E,B01001_025E,B01001_031E,B01001_032E,B01001_033E,B01001_034E,B01001_035E,B01001_036E,B01001_037E,B01001_038E,B01001_039E,B01001_040E,B01001_041E,B01001_042E,B01001_043E,B01001_044E,B01001_045E,B01001_046E,B01001_047E,B01001_048E,B01001_049E,B11001_001E,B11001_002E,B11001_003E,B15003_001E,B15003_002E,B15003_003E,B15003_004E,B15003_005E,B15003_006E,B15003_007E,B15003_008E,B15003_009E,B15003_010E,B15003_011E,B15003_012E,B15003_013E,B15003_014E,B15003_015E,B15003_016E,B15003_017E,B15003_018E,B15003_019E,B15003_020E,B15003_021E,B15003_022E,B15003_023E,B15003_024E,B15003_025E,B19001_001E,B19001_002E,B19001_003E,B19001_004E,B19001_005E,B19001_006E,B19001_007E,B19001_008E,B19001_009E,B19001_010E,B19001_011E,B19001_012E,B19001_013E,B19001_014E,B19001_015E,B19001_016E,B19001_017E,B25003_001E,B25003_002E,B25003_003E
76950,ZCTA5 76950,48,1279,0.30258014073494915,0.2947615324472244,0.19937451133698203,0.2032838154808444,0.7615324472243941,0.23846755277560594,0.5254104769351056,0.17481044650379107,0.34372367312552654,0.2906486941870261,0.14869418702611625,0.04212299915754002,0.08091366627951994,0.20441347270615565,0.11459543166860241,0.3534649632210608,0.24661246612466126,2024,acs/acs5,1279,387,377,255,260,1279,974,305,1279,672,2374,415,816,690,353,100,2583,209,528,296,913,637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,28,25,33,180,82,62,58,123,105,140,0,17,12,16,152,90,16,30,22,0,0,39,219,47,99,77,194,97,69,129,39,15,0,119,127,44,16,1279,888,672,2374,79,0,0,0,0,0,0,15,49,17,6,41,135,54,19,746,70,140,383,167,353,84,16,0,1279,50,54,30,35,21,53,24,52,68,145,73,159,217,38,207,53,1279,974,305
76951,ZCTA5 76951,48,399,0.2982456140350877,0.3233082706766917,0.19548872180451127,0.18295739348370926,0.7769423558897243,0.22305764411027568,0.6215538847117794,0.16009557945041816,0.35005973715651134,0.24492234169653523,0.14814814814814814,0.0967741935483871,0.12721584984358708,0.20020855057351408,0.1897810218978102,0.2429614181438999,0.23983315954118875,2024,acs/acs5,399,119,129,78,73,399,310,89,399,248,837,134,293,205,124,81,959,122,192,182,233,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,3,0,21,14,49,43,36,45,39,6,17,15,3,9,27,24,8,0,0,3,26,0,44,85,30,73,19,35,30,19,8,7,14,26,57,43,12,399,339,248,837,0,0,0,2,0,0,0,0,28,0,2,21,3,33,45,288,5,42,64,99,124,71,2,8,399,9,8,16,0,24,16,37,3,6,42,63,24,17,61,51,22,399,310,89
76953,ZCTA5 76953,48,15,0.0,0.4666666666666667,0.5333333333333333,0.0,1.0,0.0,0.4666666666666667,0.0,0.36363636363636365,0.30303030303030304,0.3333333333333333,0.0,0.0,0.0,0.0,0.24242424242424243,0.7575757575757576,2024,acs/acs5,15,0,7,8,0,15,15,0,15,7,33,0,12,10,11,0,33,0,0,0,8,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,8,3,0,0,15,7,7,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,7,3,11,0,0,0,15,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,15,15,0
76955,ZCTA5 76955,48,19,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5263157894736842,0.47368421052631576,0.0,0.0,0.0,0.6578947368421053,0.0,0.0,0.34210526315789475,2024,acs/acs5,19,0,19,0,0,19,19,0,19,19,38,0,20,18,0,0,38,0,25,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,7,0,19,19,19,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,6,12,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19,19,0
76957,ZCTA5 76957,48,11,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2024,acs/acs5,11,0,0,0,11,11,11,0,11,11,21,0,0,0,0,21,21,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,0
76958,ZCTA5 76958,48,77,0.2597402597402597,0.23376623376623376,0.2987012987012987,0.2077922077922078,1.0,0.0,0.5454545454545454,0.0,0.1347517730496454,0.45390070921985815,0.41134751773049644,0.0,0.0,0.574468085106383,0.10638297872340426,0.09219858156028368,0.22695035460992907,2024,acs/acs5,77,20,18,23,16,77,77,0,77,42,141,0,19,64,58,0,141,0,81,15,13,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,36,0,15,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,21,9,0,0,0,4,5,0,0,4,4,16,0,0,0,77,69,42,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,27,32,5,58,0,0,0,77,0,4,0,0,12,4,0,0,0,15,3,0,23,0,0,16,77,77,0
77002,ZCTA5 77002,48,7644,0.22331240188383045,0.3464154892726321,0.12912087912087913,0.3011512297226583,0.08228676085818942,0.9177132391418106,0.11368393511250655,0.14231574184060183,0.25567056960235307,0.21398269132869507,0.23281859833701002,0.15521239889134,0.12812546234650096,0.34635301080041425,0.2660156827933126,0.2229619766237609,0.03654386743601124,2024,acs/acs5,7644,1707,2648,987,2302,7644,629,7015,7644,869,17679,2516,4520,3783,4116,2744,20277,2598,7023,5394,4521,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,113,355,1103,2417,2333,1768,2125,1131,1061,814,206,305,158,112,104,82,7,65,70,40,58,584,1218,1055,1079,422,437,172,291,36,68,0,42,84,42,23,22,7644,1083,869,17679,124,0,11,6,0,31,32,10,171,66,188,546,526,762,43,2766,1754,587,2414,782,4116,1478,741,525,7644,501,261,291,195,38,20,50,307,44,340,1107,1201,631,356,817,1485,7644,629,7015
77003,ZCTA5 77003,48,5674,0.33186464575255553,0.26154388438491366,0.16231935142756432,0.24427211843496652,0.4097638350370109,0.590236164962989,0.2215368346845259,0.07820707365472161,0.22283179642815454,0.2441928329636979,0.28469709349830746,0.17007120345511847,0.05556168007937383,0.3432918090618454,0.27450115753500165,0.2436335574909051,0.08301179583287399,2024,acs/acs5,5674,1883,1484,921,1386,5674,2325,3349,5674,1257,8567,670,1909,2092,2439,1457,9071,504,3114,2490,2210,753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,65,157,151,720,934,822,550,448,226,336,212,133,97,91,133,53,12,0,0,40,25,62,701,759,559,559,186,216,188,103,162,34,107,99,70,18,39,5674,1897,1257,8567,160,0,0,0,34,0,12,22,0,0,8,33,49,200,152,1591,318,245,1328,519,2439,934,337,186,5674,651,311,128,283,85,141,66,94,124,362,374,748,482,439,488,898,5674,2325,3349
77004,ZCTA5 77004,48,16623,0.41021476267821694,0.22294411357757324,0.11712687240570294,0.2497142513385069,0.3820609998195272,0.6179390001804729,0.25464717560007216,0.056421002688597184,0.16190890400126523,0.2087221255733038,0.2912383362328009,0.2817096315040329,0.19249066121771335,0.23441141725998532,0.18894671306790972,0.23275118929791513,0.1514000191564765,2024,acs/acs5,16623,6819,3706,1947,4151,16623,6351,10272,16623,4233,25292,1427,4095,5279,7366,7125,31321,6029,7342,5918,7290,4742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,685,311,402,1131,2087,1760,2536,820,1033,786,771,608,611,202,562,526,691,158,165,1713,501,384,902,1701,1794,1503,1059,1139,690,642,283,727,430,297,871,595,187,58,16623,6250,4233,25292,147,0,0,0,3,0,0,33,54,200,122,184,112,357,215,3075,1020,920,2761,1598,7366,3721,2196,1208,16623,2795,1065,895,251,168,270,528,310,537,749,1231,1726,1063,884,1770,2381,16623,6351,10272
77005,ZCTA5 77005,48,10022,0.12921572540411094,0.12093394532029535,0.1178407503492317,0.632009578926362,0.7189183795649571,0.2810816204350429,0.62682099381361,0.016620983262378257,0.02980113139324663,0.07499854201901207,0.32227211757158686,0.5563072257537762,0.2252394722573649,0.10866618470992229,0.16008494487619737,0.299837339598771,0.20617205855774445,2024,acs/acs5,10022,1295,1212,1181,6334,10022,7205,2817,10022,6282,17147,285,511,1286,5526,9539,22132,4985,2405,3543,6636,4563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,969,260,280,498,688,704,831,868,769,961,666,284,667,342,310,444,494,216,218,1186,518,533,741,519,494,884,960,861,902,675,385,466,366,293,718,581,197,384,10022,7062,6282,17147,76,0,0,0,0,20,0,0,20,0,10,0,34,0,125,481,30,159,766,361,5526,4222,3642,1675,10022,380,99,178,148,115,81,22,106,166,192,649,371,816,365,915,5419,10022,7205,2817
77006,ZCTA5 77006,48,14697,0.20432741375790978,0.26393141457440294,0.18275838606518338,0.3489827856025039,0.34578485405184733,0.6542151459481527,0.28223446961965026,0.015389257694628847,0.0680446590223295,0.12769060551196942,0.3876483604908469,0.4012271172802253,0.12624686909522345,0.36107571296743857,0.1720789207716307,0.2044206178318759,0.13617787933383135,2024,acs/acs5,14697,3003,3879,2686,5129,14697,5082,9615,14697,4148,19884,306,1353,2539,7708,7978,22757,2873,8217,3916,4652,3099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,46,109,1208,1895,2211,1036,1097,784,822,585,195,251,325,464,444,324,206,48,325,96,112,782,2174,1937,1041,742,648,407,567,139,254,132,302,427,210,78,139,14697,4646,4148,19884,132,0,0,0,0,0,0,0,0,0,14,28,2,22,108,1154,199,483,1213,843,7708,4195,2674,1109,14697,705,200,371,83,354,210,213,527,340,834,1543,1502,1381,1305,1317,3812,14697,5082,9615
77007,ZCTA5 77007,48,25429,0.11050375555468166,0.2094459082150301,0.19167092689449053,0.4883794093357977,0.4617562625349011,0.5382437374650989,0.3697353415391875,0.013746991174110724,0.07935276811981813,0.10115004011767853,0.44495854506552557,0.36079165552286707,0.11039733523673566,0.3764453961456103,0.2145610278372591,0.2176302640970735,0.08096597668332144,2024,acs/acs5,25429,2810,5326,4874,12419,25429,11742,13687,25429,9402,37390,514,2967,3782,16637,13490,42030,4640,15822,9018,9147,3403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,1,2,1650,3496,4209,2655,2086,1014,1230,1411,428,659,386,444,354,264,106,89,252,158,187,2188,4791,3326,2603,1674,1220,977,1319,265,624,442,390,649,117,124,38,25429,10935,9402,37390,86,0,0,0,0,0,0,0,108,45,30,9,94,48,94,2412,555,540,2045,1197,16637,9220,2364,1906,25429,555,369,103,182,258,292,351,304,396,881,1619,2826,2767,2107,3077,9342,25429,11742,13687
77008,ZCTA5 77008,48,20352,0.17030267295597484,0.20852987421383648,0.13635023584905662,0.48481721698113206,0.5908018867924528,0.4091981132075472,0.43907232704402516,0.03984088507676052,0.0668469140406489,0.15025794020759525,0.40415812045496924,0.3388961402200261,0.06178382948945972,0.31437151937487245,0.23372306615738986,0.265591742718022,0.124529842260256,2024,acs/acs5,20352,3466,4244,2775,9867,20352,12024,8328,20352,8936,32178,1282,2151,4835,13005,10905,34297,2119,10782,8016,9109,4271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,43,8,771,2301,2748,2850,1380,1062,1188,1312,304,692,317,406,573,328,171,161,73,189,114,796,2451,3282,2380,1406,1283,1059,1039,321,849,310,511,581,315,181,417,20352,10360,8936,32178,294,0,0,0,71,0,0,0,60,23,88,22,172,112,440,1825,326,1101,2686,1048,13005,6986,2723,1196,20352,730,354,346,482,201,219,265,578,291,891,1423,1930,1559,1216,1966,7901,20352,12024,8328
77009,ZCTA5 77009,48,15721,0.28217034539787544,0.2882768271738439,0.14782774632656956,0.2817250811017111,0.5759175624960244,0.42408243750397556,0.38152789262769543,0.21588985441823721,0.18778918857916713,0.18553210698566752,0.22284918933152767,0.18793966068540044,0.0894361855175721,0.23018428444200864,0.18832636843186956,0.30160306912379253,0.19045009248475714,2024,acs/acs5,15721,4436,4532,2324,4429,15721,9054,6667,15721,5998,26583,5739,4992,4932,5924,4996,29194,2611,6720,5498,8805,5560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410,147,51,767,1193,2143,1543,1323,1221,1194,1272,574,793,378,807,654,441,310,166,181,184,98,773,1586,1798,1750,882,921,850,992,340,648,322,719,664,368,326,405,15721,8550,5998,26583,1188,0,22,28,167,252,67,163,691,350,550,886,318,562,495,3925,1067,933,2772,1227,5924,3101,1436,459,15721,1120,430,371,612,481,287,433,347,355,1046,1404,2082,1452,872,1314,3115,15721,9054,6667
77010,ZCTA5 77010,48,417,0.14388489208633093,0.03117505995203837,0.08393285371702638,0.7410071942446043,0.0,1.0,0.5467625899280576,0.0,0.0,0.37264150943396224,0.2940251572327044,0.3333333333333333,0.012422360248447204,0.11490683229813664,0.38664596273291924,0.40217391304347827,0.08385093167701864,2024,acs/acs5,417,60,13,35,309,417,0,417,417,228,636,0,0,237,187,212,644,8,74,249,259,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,103,38,0,50,47,0,52,0,13,6,0,0,0,8,0,0,0,36,21,108,0,0,35,31,0,44,18,0,17,0,0,0,417,228,228,636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,124,35,187,71,141,0,417,0,0,0,39,0,21,0,0,0,0,0,13,0,35,109,200,417,0,417
77011,ZCTA5 77011,48,6009,0.4985854551506074,0.3441504410051589,0.10301214844400067,0.05425195540023298,0.5220502579464137,0.4779497420535863,0.3354967548676985,0.4087604846225536,0.28024231127679405,0.21314072693383038,0.07437092264678472,0.02348555452003728,0.10449006843598732,0.18093807377733268,0.1755132699048573,0.328492739108663,0.21056584877315973,2024,acs/acs5,6009,2996,2068,619,326,6009,3137,2872,6009,2016,10730,4386,3007,2287,798,252,11982,1252,2168,2103,3936,2523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,39,189,318,742,530,560,638,309,495,736,208,261,133,202,196,290,175,62,128,0,206,226,612,284,416,489,486,457,501,289,194,173,106,446,234,265,241,6009,3717,2016,10730,772,0,72,129,201,257,113,223,896,25,282,402,298,210,506,2455,552,593,1117,577,798,184,30,38,6009,487,329,214,446,335,344,297,294,250,377,760,931,507,112,141,185,6009,3137,2872
77012,ZCTA5 77012,48,5974,0.5549045865416806,0.2947773685972548,0.10847003682624708,0.041848008034817544,0.37914295279544696,0.620857047204553,0.36675594241714093,0.4292071197411003,0.2774069579288026,0.20590614886731393,0.07079288025889968,0.016686893203883495,0.18009950248756218,0.15281923714759535,0.216832504145937,0.27429519071310116,0.17595356550580432,2024,acs/acs5,5974,3315,1761,648,250,5974,2265,3709,5974,2191,9888,4244,2743,2036,700,165,12060,2172,1843,2615,3308,2122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,487,242,508,438,448,658,679,519,462,360,261,260,293,266,327,94,37,0,140,40,149,352,547,410,472,806,291,417,347,202,189,50,190,620,125,84,36,5974,3790,2191,9888,766,28,0,42,159,263,202,211,811,55,431,415,319,193,349,2183,560,707,1008,321,700,134,22,9,5974,389,305,636,201,274,601,288,290,331,428,682,651,504,144,115,135,5974,2265,3709
77013,ZCTA5 77013,48,5747,0.5265355837828433,0.3078127718809814,0.1218026796589525,0.0438489646772229,0.41865321037062814,0.5813467896293718,0.30850878719331826,0.3282937365010799,0.3314902807775378,0.22272138228941685,0.09408207343412527,0.02341252699784017,0.14348083468995115,0.17307976912831138,0.19764688471215036,0.3268462335355927,0.15894627793399438,2024,acs/acs5,5747,3026,1769,700,252,5747,2406,3341,5747,1773,11575,3800,3837,2578,1089,271,13514,1939,2339,2671,4417,2148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,66,137,606,647,586,603,636,892,661,608,260,396,197,238,335,240,68,56,277,139,105,309,630,476,636,796,515,365,395,161,164,199,193,251,172,133,66,5747,3977,1773,11575,322,0,0,63,114,233,95,17,956,190,94,716,241,361,398,3047,790,578,1370,630,1089,250,14,7,5747,345,309,215,301,418,539,360,300,239,240,700,829,493,207,161,91,5747,2406,3341
77014,ZCTA5 77014,48,11915,0.4396139320184641,0.2694083088543852,0.15383969785984053,0.13713806126731012,0.5018044481745698,0.4981955518254301,0.45488879563575324,0.20813473149030823,0.289345862272459,0.27926823732352807,0.15220845249443915,0.07104271641926552,0.1313143262746954,0.21049725935565283,0.20473993454000552,0.32083284041168814,0.13261563941795812,2024,acs/acs5,11915,5238,3210,1833,1634,11915,5979,5936,11915,5420,22029,4585,6374,6152,3353,1565,25359,3330,5338,5192,8136,3363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454,427,252,682,1360,1008,1284,1126,1474,881,1145,260,348,559,146,492,166,70,120,288,189,331,707,1437,1533,2113,669,1082,982,1016,270,678,494,182,415,310,149,260,11915,8948,5420,22029,771,34,0,0,95,382,0,182,901,242,706,300,380,129,463,5763,611,1048,3728,1376,3353,1142,332,91,11915,1026,640,561,642,322,693,526,474,354,1031,626,1553,1258,575,908,726,11915,5979,5936
77015,ZCTA5 77015,48,18014,0.41734206728100365,0.3385700011102476,0.14166759187298766,0.10242033973576108,0.5318641056955701,0.46813589430442987,0.43765959809037414,0.3056052474657126,0.31407274895646986,0.265056648777579,0.09406678592725104,0.02119856887298748,0.15675675675675677,0.21714644877435574,0.1839597737272156,0.3013953488372093,0.1407416719044626,2024,acs/acs5,18014,7518,6099,2552,1845,18014,9581,8433,18014,7884,33540,10250,10534,8890,3155,711,39775,6235,8637,7317,11988,5598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,852,263,572,1651,2488,2031,1707,1993,1918,1317,1387,495,970,536,666,672,347,197,76,999,426,294,1178,1842,2276,1578,2039,1712,1433,1459,507,790,565,769,693,554,203,320,18014,13673,7884,33540,1278,4,21,71,275,346,287,307,2901,407,858,1138,673,640,1044,9066,1468,1468,4680,2742,3155,673,38,0,18014,651,897,607,1009,704,853,1132,935,730,1667,2490,1942,1769,783,1096,749,18014,9581,8433
77016,ZCTA5 77016,48,9912,0.5304681194511703,0.3114406779661017,0.09513720742534301,0.06295399515738499,0.6119854721549637,0.3880145278450363,0.3096246973365617,0.24895651714481956,0.3478100068684947,0.2839858403339145,0.07539493844772019,0.043852697205050986,0.1372111045265989,0.1526644481925514,0.16871039795778822,0.3235173451246752,0.21789670419838628,2024,acs/acs5,9912,5258,3087,943,624,9912,6066,3846,9912,3069,18927,4712,6583,5375,1427,830,21937,3010,3349,3701,7097,4780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486,144,267,471,627,1033,962,936,947,1100,828,182,579,256,297,317,386,155,226,564,199,449,430,912,777,719,1084,937,834,885,219,586,329,471,672,526,501,644,9912,6731,3069,18927,583,32,23,150,20,97,61,139,728,293,297,770,306,479,734,5647,936,945,3232,1198,1427,755,38,37,9912,814,622,872,333,472,363,647,645,490,977,958,1152,480,463,327,297,9912,6066,3846
77017,ZCTA5 77017,48,10362,0.4881297046902142,0.300810654313839,0.15662999420961204,0.05442964678633468,0.5103261918548543,0.4896738081451457,0.37676124300328123,0.39867369850138373,0.29753015508328545,0.19419351469897134,0.07519189598454389,0.03441073573181557,0.14020831462691927,0.22748496004309957,0.14384484151926014,0.3361767082697315,0.1522851755409895,2024,acs/acs5,10362,5058,3117,1623,564,10362,5288,5074,10362,3904,19151,7635,5698,3719,1440,659,22274,3123,5067,3204,7488,3392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,412,364,778,1558,1167,1073,922,602,932,1121,355,615,261,328,530,137,195,45,269,258,203,560,1176,1166,574,635,777,857,1368,420,441,232,384,440,296,338,206,10362,6887,3904,19151,1454,0,6,59,124,240,167,147,760,272,909,1459,344,590,1104,4242,1456,816,1810,1093,1440,335,233,91,10362,538,750,444,508,491,706,684,536,401,797,1074,1246,940,683,307,257,10362,5288,5074
77018,ZCTA5 77018,48,12521,0.2517370817027394,0.17562495008385912,0.11884034821499881,0.4537976199984027,0.6750259563932594,0.32497404360674065,0.47959428160690043,0.07459960663107615,0.1340732415472511,0.15842465111922824,0.361150135805938,0.2717523648965065,0.06350320147355495,0.23033067274800456,0.2600649065871415,0.28146653802298044,0.16463468116831856,2024,acs/acs5,12521,3152,2199,1488,5682,12521,8452,4069,12521,6005,21354,1593,2863,3383,7712,5803,22802,1448,5252,5930,6418,3754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,33,33,427,1128,1539,1450,1559,894,894,790,288,480,167,331,552,132,194,185,155,84,185,367,868,1717,1378,1543,954,937,606,284,291,324,307,666,271,252,373,12521,8041,6005,21354,294,0,0,0,47,128,19,24,256,17,124,160,136,241,147,2317,546,964,1590,829,7712,3842,1340,621,12521,462,469,305,561,357,196,332,275,195,477,1003,719,874,614,1639,4043,12521,8452,4069
77019,ZCTA5 77019,48,13359,0.20398233400703644,0.24620106295381392,0.16954861890860096,0.3802679841305487,0.3756269181824987,0.6243730818175013,0.3102028594954712,0.01646334880708194,0.06040159775450718,0.15394580589441864,0.3800604555759473,0.3891287919680449,0.12406619385342789,0.2769739952718676,0.18278959810874704,0.2440661938534279,0.17210401891252955,2024,acs/acs5,13359,2725,3289,2265,5080,13359,5018,8341,13359,4144,18526,305,1119,2852,7041,7209,21150,2624,5858,3866,5162,3640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,25,131,741,1513,1570,1037,875,589,593,635,424,237,586,326,443,221,146,113,249,84,0,1242,1439,1336,1105,849,629,721,631,276,427,309,304,597,228,169,198,13359,4878,4144,18526,82,0,0,0,0,0,0,45,131,0,0,15,0,12,20,979,140,445,1367,1040,7041,4671,1748,790,13359,573,288,195,188,275,356,119,335,396,535,1129,1625,1079,1186,1317,3763,13359,5018,8341
77020,ZCTA5 77020,48,8975,0.4986072423398329,0.30696378830083565,0.08746518105849582,0.10696378830083565,0.5380501392757661,0.461949860724234,0.27910863509749306,0.3440324663346246,0.30627805447949336,0.21115415360019676,0.09272581934452438,0.04580950624116092,0.11431216643067205,0.18816033111861452,0.17165886069055658,0.33438623243655374,0.19148240932360308,2024,acs/acs5,8975,4475,2755,785,960,8975,4829,4146,8975,2505,16263,5595,4981,3434,1508,745,18362,2099,3455,3152,6140,3516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,163,61,453,880,975,836,897,663,778,734,260,567,321,254,261,330,95,35,272,208,222,453,789,811,421,998,1007,569,718,431,413,251,452,527,300,269,421,8975,5384,2505,16263,863,0,0,0,0,194,171,364,1189,112,500,731,545,275,651,3974,1007,613,2120,701,1508,488,177,80,8975,718,926,463,300,544,328,411,319,466,792,774,1189,523,262,477,483,8975,4829,4146
77021,ZCTA5 77021,48,11258,0.5453899449280512,0.21122757150470775,0.11076567774027359,0.1326168058269675,0.4176585539172144,0.5823414460827856,0.2349440397939243,0.169342899441977,0.26056257829404394,0.2401776563033823,0.1668374900353035,0.16307937592529326,0.11637735849056603,0.20347169811320756,0.15773584905660376,0.29524528301886793,0.22716981132075473,2024,acs/acs5,11258,6140,2378,1247,1493,11258,4702,6556,11258,2645,17562,2974,4576,4218,2930,2864,19875,2313,4044,3135,5868,4515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,142,90,527,1040,835,720,678,552,959,845,312,286,228,348,467,306,199,246,290,122,53,931,1360,809,845,892,855,653,650,299,457,422,469,555,497,421,357,11258,5781,2645,17562,355,0,12,0,102,125,195,155,256,14,145,209,240,699,467,3943,633,825,2646,747,2930,1498,880,486,11258,1585,1095,408,724,628,370,349,380,601,532,895,951,717,530,661,832,11258,4702,6556
77022,ZCTA5 77022,48,9459,0.4767945871656623,0.2906226873876731,0.1328893117665715,0.09969341368009303,0.5035416005920288,0.49645839940797126,0.28068506184586106,0.3263514288993458,0.28480431539079537,0.2367152530701251,0.10180190519912774,0.05032709744060599,0.12211586901763224,0.19682619647355165,0.17027707808564232,0.2986901763224181,0.21209068010075566,2024,acs/acs5,9459,4510,2749,1257,943,9459,4763,4696,9459,2655,17426,5687,4963,4125,1774,877,19850,2424,3907,3380,5929,4210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430,54,115,599,892,777,1348,721,532,845,828,274,358,194,661,446,308,231,321,428,175,131,492,1279,959,727,584,660,792,900,236,504,142,296,621,446,319,225,9459,5764,2655,17426,891,0,0,84,73,224,167,331,1132,126,210,615,426,578,830,3688,1275,885,2012,1228,1774,797,36,44,9459,1184,523,611,471,551,398,255,312,205,620,1135,994,640,617,418,525,9459,4763,4696
77023,ZCTA5 77023,48,10270,0.4752677702044791,0.26046738072054526,0.12122687439143136,0.14303797468354432,0.4807205452775073,0.5192794547224927,0.3020447906523856,0.25674546322827124,0.30593361986628465,0.19209646609360076,0.14290830945558738,0.10231614135625597,0.13220058019063408,0.19897430584334852,0.1880439287194364,0.2984355573974306,0.18234562784915043,2024,acs/acs5,10270,4881,2675,1245,1469,10270,4937,5333,10270,3102,16752,4301,5125,3218,2394,1714,19304,2552,3841,3630,5761,3520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326,69,87,587,603,1368,1231,859,944,713,860,206,358,325,183,579,248,170,347,446,308,141,588,926,944,782,758,739,680,770,123,368,121,379,387,380,227,174,10270,5301,3102,16752,732,0,0,14,0,379,93,265,662,161,507,266,307,304,611,4445,680,597,1797,824,2394,1210,283,221,10270,686,341,423,526,810,534,347,652,562,880,598,1197,648,597,807,662,10270,4937,5333
