NAME,B15003_001E,B15003_002E,B15003_003E,B15003_004E,B15003_005E,B15003_006E,B15003_007E,B15003_008E,B15003_009E,B15003_010E,B15003_011E,B15003_012E,B15003_013E,B15003_014E,B15003_015E,B15003_016E,B15003_017E,B15003_018E,B15003_019E,B15003_020E,B15003_021E,B15003_022E,B15003_023E,B15003_024E,B15003_025E,zip code tabulation area
ZCTA5 59842,46,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,8,0,0,0,0,20,0,0,0,59842
ZCTA5 59843,198,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,48,3,17,54,11,54,9,0,0,59843
ZCTA5 59844,537,12,0,0,0,0,0,0,0,0,0,0,9,21,14,12,126,20,23,114,36,133,14,0,3,59844
ZCTA5 59845,918,3,0,0,0,0,0,0,0,2,5,28,15,2,21,22,297,71,18,152,85,141,39,0,17,59845
ZCTA5 59846,1127,3,0,0,0,0,0,0,0,0,0,0,0,21,0,0,307,17,84,140,181,124,107,119,24,59846
ZCTA5 59847,4038,3,0,0,0,0,0,0,0,0,0,77,0,18,14,33,775,104,363,800,299,965,458,61,68,59847
ZCTA5 59848,73,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,23,0,7,17,2,15,5,0,0,59848
ZCTA5 59851,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,11,47,9,10,0,0,59851
ZCTA5 59853,719,0,0,0,0,0,0,0,0,0,4,18,4,10,28,33,227,41,42,79,148,47,26,7,5,59853
ZCTA5 59854,163,1,0,0,0,0,0,0,0,0,0,0,2,0,1,8,37,3,18,18,20,39,13,2,1,59854
ZCTA5 59855,353,0,0,0,0,0,0,0,0,0,0,0,32,0,46,0,45,30,87,61,18,34,0,0,0,59855
ZCTA5 59856,130,0,0,0,0,0,0,0,17,0,0,19,0,0,0,0,67,0,0,27,0,0,0,0,0,59856
ZCTA5 59858,1198,0,0,0,0,0,0,0,0,0,0,10,19,14,18,21,236,37,67,95,136,450,49,28,18,59858
ZCTA5 59859,3288,5,0,0,0,0,0,0,0,0,3,84,22,98,48,11,812,178,211,752,384,413,156,108,3,59859
ZCTA5 59860,8598,44,0,0,31,2,1,0,1,8,0,48,29,107,52,198,1632,302,713,1502,931,1867,775,214,141,59860
ZCTA5 59863,146,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,56,0,0,61,10,8,0,0,0,59863
ZCTA5 59864,4647,61,0,0,0,1,0,0,4,7,3,82,43,62,73,96,1263,261,293,711,653,714,196,63,61,59864
ZCTA5 59865,2355,18,0,0,0,0,0,0,7,13,12,106,35,20,25,84,467,112,164,401,299,457,112,21,2,59865
ZCTA5 59866,834,8,0,0,0,0,0,0,0,0,0,45,6,0,7,20,142,41,94,72,62,293,43,1,0,59866
ZCTA5 59867,74,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,13,0,0,0,18,28,0,0,0,59867
ZCTA5 59868,1561,0,0,0,0,0,0,0,0,0,0,0,39,0,15,16,333,72,167,334,172,250,108,11,44,59868
ZCTA5 59870,9023,54,0,0,0,0,0,0,0,0,0,118,70,48,210,66,2592,324,503,1280,1007,1811,765,66,109,59870
ZCTA5 59871,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,110,5,5,63,0,41,6,0,0,59871
ZCTA5 59872,1934,2,0,0,0,0,0,0,0,0,0,31,11,21,40,39,557,195,141,322,190,303,72,10,0,59872
ZCTA5 59873,2473,63,0,0,0,0,0,0,0,0,0,26,1,20,19,14,680,226,129,496,174,448,169,0,8,59873
ZCTA5 59874,1610,0,0,0,0,0,0,0,0,0,0,12,0,0,18,26,584,97,167,252,128,256,46,0,24,59874
ZCTA5 59875,2931,21,0,0,0,0,0,0,0,0,0,29,6,8,51,28,587,124,321,822,218,498,185,29,4,59875
ZCTA5 59901,43779,162,0,0,0,0,0,3,25,11,51,120,130,403,397,429,10251,2479,3689,6519,4345,9790,3297,974,704,59901
ZCTA5 59910,526,0,0,0,0,0,0,0,0,0,0,4,0,0,0,26,68,0,46,181,67,100,34,0,0,59910
ZCTA5 59911,7544,10,0,0,0,4,0,0,0,0,5,14,9,12,30,58,926,216,538,1205,658,2289,1020,256,294,59911
ZCTA5 59912,10852,3,0,0,0,0,0,44,0,8,0,120,42,25,319,192,2552,524,563,1529,1279,2433,816,241,162,59912
ZCTA5 59913,517,37,0,0,0,0,0,0,0,0,0,0,0,9,16,0,163,86,3,76,0,81,46,0,0,59913
ZCTA5 59914,300,0,0,0,0,0,0,0,0,0,0,0,10,0,7,5,76,13,19,22,13,51,68,9,7,59914
ZCTA5 59915,277,0,0,0,0,0,0,0,0,0,0,0,0,19,0,25,56,3,0,58,45,71,0,0,0,59915
ZCTA5 59916,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,50,0,6,37,18,51,15,11,0,59916
ZCTA5 59917,3848,50,0,0,0,0,0,0,0,0,13,20,45,116,88,142,1278,174,134,686,328,568,125,81,0,59917
ZCTA5 59918,430,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,193,16,20,56,16,81,32,0,3,59918
ZCTA5 59919,428,0,0,0,0,0,0,0,0,0,0,0,58,23,0,0,197,19,0,3,63,33,0,32,0,59919
ZCTA5 59920,1255,0,0,0,0,0,0,0,0,0,1,0,33,12,21,0,392,62,83,193,118,280,39,21,0,59920
ZCTA5 59922,1740,0,0,0,0,0,0,0,0,0,0,12,0,0,19,16,240,90,210,171,394,321,224,43,0,59922
ZCTA5 59923,8202,45,0,0,0,0,0,2,0,37,0,75,192,155,88,94,2486,562,552,1446,926,1018,442,82,0,59923
ZCTA5 59925,1132,20,0,0,0,0,0,0,0,0,0,12,3,5,29,7,368,75,61,234,138,100,74,0,6,59925
ZCTA5 59926,268,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,148,0,0,33,0,46,33,0,0,59926
ZCTA5 59927,264,0,0,0,0,0,0,0,0,0,0,3,0,0,27,0,52,6,7,32,26,79,23,9,0,59927
ZCTA5 59928,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,0,31,5,9,5,5,0,59928
ZCTA5 59929,166,0,0,0,0,0,0,0,0,0,5,0,0,0,0,17,66,0,24,23,0,28,3,0,0,59929
ZCTA5 59930,894,0,0,0,0,0,0,0,0,0,0,105,11,0,6,16,292,15,78,167,61,82,19,42,0,59930
ZCTA5 59931,247,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,27,16,12,32,37,61,25,25,0,59931
ZCTA5 59932,1556,0,0,0,0,0,0,0,0,0,0,0,0,226,0,12,346,16,63,199,56,235,395,8,0,59932
ZCTA5 59933,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,59933
ZCTA5 59934,431,0,0,0,0,0,0,0,0,0,0,1,11,13,0,1,95,8,50,105,21,108,18,0,0,59934
ZCTA5 59935,2496,10,0,0,0,0,0,0,0,0,1,64,33,27,37,44,967,137,178,495,117,268,99,0,19,59935
ZCTA5 59936,518,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,135,14,3,83,35,162,62,0,16,59936
ZCTA5 59937,11950,17,0,0,0,0,0,0,0,0,13,10,89,41,86,94,2283,419,388,1400,948,4074,1491,353,244,59937
ZCTA5 60002,16690,201,10,0,0,0,0,0,0,0,3,12,38,99,154,185,3335,766,1563,2917,1349,3930,1604,265,259,60002
ZCTA5 60004,36418,336,0,0,0,32,0,0,96,171,58,81,107,23,117,487,4733,704,1627,3977,1988,11878,8037,1284,682,60004
ZCTA5 60005,21166,225,16,11,16,0,0,50,4,51,0,275,36,91,72,499,2746,509,1068,2133,1431,7263,3631,665,374,60005
ZCTA5 60007,23537,513,0,7,0,0,15,75,32,170,126,68,76,195,172,370,5358,375,1785,2640,1788,6761,2529,279,203,60007
ZCTA5 60008,16073,284,15,130,65,7,29,0,16,188,62,59,175,207,124,463,3757,346,1088,1287,1101,4451,1659,330,230,60008
ZCTA5 60010,31068,212,19,28,0,0,12,27,14,74,0,21,60,103,40,245,2950,302,1086,2976,1596,11902,6578,2283,540,60010
ZCTA5 60012,8500,46,0,0,0,0,32,0,0,46,0,3,3,35,0,25,1225,159,338,1141,455,3010,1410,458,114,60012
ZCTA5 60013,18837,131,0,22,0,0,75,0,0,115,1,0,34,59,135,67,3759,303,1429,2750,1537,5554,2310,439,117,60013
ZCTA5 60014,32563,415,0,17,0,4,36,0,30,174,21,183,187,243,289,523,6591,794,1979,4582,2744,8962,4027,418,344,60014
ZCTA5 60015,19429,39,0,0,6,0,0,1,0,43,0,12,36,19,18,108,1022,94,482,1361,621,7959,5001,1956,651,60015
ZCTA5 60016,43693,1563,0,12,14,0,55,32,215,191,149,404,180,207,408,824,8380,789,2617,5026,3840,11769,5668,921,429,60016
ZCTA5 60018,19511,656,13,7,24,0,149,43,139,613,111,182,287,212,226,414,4731,702,1147,2598,1653,3867,1263,298,176,60018
ZCTA5 60020,8309,57,0,0,0,0,0,0,0,64,0,15,11,46,110,46,2505,457,781,1133,616,1618,698,128,24,60020
ZCTA5 60021,3733,29,0,0,0,0,0,0,0,91,0,0,0,0,7,53,733,100,196,415,517,1142,403,24,23,60021
ZCTA5 60022,5449,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,10,82,196,223,2169,1584,856,211,60022
ZCTA5 60025,29602,281,0,13,0,48,10,0,0,164,17,49,7,11,113,247,3366,339,959,3187,1613,9816,6429,1681,1252,60025
ZCTA5 60026,10187,41,0,0,0,0,16,0,17,5,0,17,10,11,41,63,1169,29,360,1010,469,3835,1772,1007,315,60026
ZCTA5 60029,371,0,0,0,0,0,0,0,0,0,0,0,23,0,0,5,21,1,13,23,9,135,87,47,7,60029
ZCTA5 60030,25391,129,0,0,0,0,0,0,1,45,18,50,30,45,173,297,4197,520,1793,2911,2731,7516,4037,373,525,60030
ZCTA5 60031,25357,237,15,0,0,0,18,0,13,120,48,20,11,62,126,426,3199,456,1701,2922,1727,8992,4300,400,564,60031
ZCTA5 60033,8017,76,0,0,21,0,97,33,36,199,7,186,82,96,146,132,2475,753,632,877,588,1121,270,146,44,60033
ZCTA5 60034,1340,20,0,0,0,0,4,0,0,14,0,9,9,24,11,43,355,128,107,202,126,197,77,3,11,60034
ZCTA5 60035,21448,70,0,8,0,0,9,0,68,196,10,48,18,52,32,89,1348,233,401,1722,656,8098,4996,2591,803,60035
ZCTA5 60040,3511,122,9,0,0,0,0,0,31,262,0,36,107,4,38,73,528,182,240,415,90,755,502,117,0,60040
ZCTA5 60041,6212,87,0,5,0,0,0,0,0,43,0,90,242,182,57,209,1472,192,474,723,821,981,487,30,117,60041
ZCTA5 60042,5749,85,0,0,0,0,0,0,0,0,0,30,45,88,97,159,1426,164,412,930,586,1287,362,22,56,60042
ZCTA5 60043,1445,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,15,7,44,48,10,585,440,202,88,60043
ZCTA5 60044,7271,32,0,0,0,0,0,0,5,0,0,0,11,8,0,269,728,30,236,452,561,2685,1233,684,337,60044
ZCTA5 60045,14469,43,0,0,0,0,1,0,0,22,0,0,35,9,26,111,635,38,277,1040,479,5766,3653,1681,653,60045
ZCTA5 60046,22955,260,29,6,0,10,76,26,4,75,0,19,147,115,45,387,4397,881,1441,2954,1600,6951,2845,375,312,60046
ZCTA5 60047,30387,401,51,54,0,0,12,29,0,12,0,48,24,10,35,240,3123,162,1230,2840,1585,11140,7164,1385,842,60047
ZCTA5 60048,19989,170,0,0,30,0,12,0,0,37,19,62,20,19,11,106,1798,169,815,1420,1121,7833,4536,1077,734,60048
ZCTA5 60050,23370,513,3,0,0,6,6,219,164,102,24,68,109,184,96,336,6759,815,2301,3740,2005,4017,1569,257,77,60050
ZCTA5 60051,18152,101,16,0,0,0,0,0,0,39,85,92,27,152,273,323,4933,726,1639,2380,1867,3726,1572,142,59,60051
ZCTA5 60053,18098,248,0,0,12,0,0,6,21,177,126,272,103,160,71,465,2478,251,924,1605,1191,6040,2985,425,538,60053
ZCTA5 60056,39826,1062,39,0,0,17,22,43,47,305,322,201,110,267,163,750,7202,1093,1666,4362,2791,12420,5500,741,703,60056
ZCTA5 60060,25556,427,0,45,0,0,25,27,125,339,64,215,117,82,123,561,4678,816,1497,2969,1701,7300,3361,497,587,60060
ZCTA5 60061,19740,144,0,0,0,0,30,0,9,45,5,57,8,17,24,299,1976,262,420,1902,1206,7298,4448,943,647,60061
ZCTA5 60062,30891,343,23,0,0,0,0,0,43,53,44,146,111,33,105,138,2904,266,805,2585,1452,10370,7481,2688,1301,60062
ZCTA5 60064,8836,395,0,5,0,31,76,60,15,437,0,293,207,187,274,429,2483,482,344,1063,462,955,417,133,88,60064
ZCTA5 60067,28019,169,0,19,0,0,14,42,72,213,3,36,84,31,74,262,3193,323,1233,3393,2128,9998,5293,1004,435,60067
ZCTA5 60068,26883,340,0,0,0,0,0,2,15,96,0,102,30,62,74,192,3194,295,977,2500,1240,10459,5203,1486,616,60068
ZCTA5 60069,6252,33,0,0,12,0,0,0,0,0,13,13,14,16,27,24,697,113,126,460,209,1900,1669,503,423,60069
ZCTA5 60070,11920,1034,74,0,145,82,27,0,27,269,8,39,84,20,47,191,1857,238,462,1530,900,3362,1237,214,73,60070
ZCTA5 60071,2846,43,0,0,0,0,0,0,0,18,0,0,0,61,6,33,716,133,357,452,236,454,245,58,34,60071
ZCTA5 60072,624,0,0,0,0,0,0,0,0,0,0,0,0,3,3,13,194,5,71,36,58,139,92,4,6,60072
ZCTA5 60073,39350,2037,12,71,15,14,161,49,244,883,256,696,425,292,830,1584,9193,1895,2273,4556,3117,7954,2436,216,141,60073
ZCTA5 60074,25171,872,11,12,0,0,89,0,264,774,64,199,153,218,330,520,4193,651,1407,2587,1644,7422,3055,407,299,60074
ZCTA5 60075,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,23,0,0,17,0,15,0,60075
ZCTA5 60076,23172,739,54,0,18,0,30,58,24,43,0,245,47,205,48,479,3202,390,842,2427,1771,8229,2968,899,454,60076
ZCTA5 60077,20397,993,0,0,0,0,37,0,61,43,0,164,37,113,96,311,3880,509,971,1833,1248,5745,3064,751,541,60077
ZCTA5 60081,6399,13,0,0,0,0,0,29,0,0,0,8,0,82,29,249,1398,138,609,860,791,1554,498,89,52,60081
ZCTA5 60083,6929,61,0,0,0,2,0,0,0,23,31,167,21,122,40,202,1298,258,505,788,377,1636,847,251,300,60083
ZCTA5 60084,11316,303,6,0,0,0,16,26,0,19,0,203,35,142,10,206,1871,289,1025,1740,1217,2694,1328,105,81,60084
ZCTA5 60085,47064,3859,21,136,24,203,338,243,211,1427,285,1014,1551,1000,843,1855,11467,2441,3517,4986,2940,6204,2033,222,244,60085
ZCTA5 60087,18278,903,0,0,0,177,75,154,24,328,141,268,427,500,85,1001,4338,1248,1199,2287,1543,2036,1286,163,95,60087
ZCTA5 60088,3546,7,0,0,0,0,0,0,0,13,0,12,0,0,0,0,766,51,349,1251,439,511,130,17,0,60088
ZCTA5 60089,29390,336,14,0,15,5,0,0,77,19,0,14,40,69,32,307,2561,254,1008,2571,1892,11053,6908,1088,1127,60089
ZCTA5 60090,27826,1138,93,70,0,24,78,0,153,293,212,228,125,164,446,459,5032,763,1193,3517,2444,7571,3112,451,260,60090
ZCTA5 60091,17935,12,0,0,0,0,0,0,11,21,7,14,8,22,44,74,937,45,154,1115,493,6142,5543,2144,1149,60091
ZCTA5 60093,12903,47,0,0,0,0,0,2,0,0,0,2,16,0,47,122,723,137,203,899,238,4669,3708,1627,463,60093
ZCTA5 60096,4906,25,0,0,0,0,0,0,18,25,0,15,0,18,7,32,1775,263,564,537,520,667,363,55,22,60096
ZCTA5 60097,8236,40,0,0,0,0,0,0,0,0,0,41,16,71,249,87,2679,594,964,1304,853,926,314,42,56,60097
ZCTA5 60098,23481,467,6,0,0,0,5,0,192,152,63,315,299,218,441,278,5380,851,1555,3828,1951,4874,2118,316,172,60098
ZCTA5 60099,19370,978,17,1,0,33,39,31,66,257,19,197,169,313,437,492,5484,1232,1764,3321,1523,2003,792,93,109,60099
ZCTA5 60101,26396,1342,0,18,0,39,575,68,243,561,246,722,494,426,471,1196,7046,1042,1073,2560,2010,4593,1368,107,196,60101
ZCTA5 60102,22974,112,0,0,0,0,0,0,166,16,3,47,127,138,100,398,4155,450,1698,3163,2629,6154,2955,360,303,60102
ZCTA5 60103,29168,416,7,0,0,6,7,12,30,128,21,49,100,195,80,375,5332,507,2123,3156,2238,9817,3769,571,229,60103
ZCTA5 60104,12550,314,0,12,23,0,0,0,131,205,43,106,132,253,202,492,3312,550,1351,1939,1332,1608,453,57,35,60104
ZCTA5 60106,13898,673,0,0,0,142,216,45,60,301,0,69,93,255,315,496,3904,292,1082,2088,1071,2132,432,91,141,60106
ZCTA5 60107,26822,742,0,4,0,82,109,110,42,566,99,157,399,422,248,901,7507,983,1985,2356,2621,5276,1758,220,235,60107
ZCTA5 60108,17761,299,0,0,0,16,45,0,11,57,0,142,60,159,226,262,3363,640,1065,2207,1440,5052,2016,457,244,60108
ZCTA5 60109,296,5,0,0,0,0,0,0,0,0,0,0,5,0,1,0,71,5,29,61,38,60,12,9,0,60109
ZCTA5 60110,23637,1163,21,11,18,124,277,104,239,904,60,292,441,309,703,869,5565,1190,1362,2781,1471,3981,1536,188,28,60110
ZCTA5 60111,170,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,9,29,18,27,23,0,0,60111
ZCTA5 60112,2898,21,0,0,0,0,0,0,7,0,0,26,0,23,75,29,670,116,183,638,340,483,238,17,32,60112
ZCTA5 60113,183,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,30,36,2,40,13,40,15,0,0,60113
ZCTA5 60115,22184,421,47,0,0,0,5,31,0,260,0,414,147,161,320,705,4508,918,1623,3091,2005,4375,2479,239,435,60115
ZCTA5 60118,11965,100,8,0,0,0,0,0,0,44,22,42,25,31,74,163,2126,201,735,1665,1156,3376,1739,212,246,60118
ZCTA5 60119,7757,0,0,0,0,0,0,0,0,0,0,1,1,50,19,123,965,95,642,951,839,2892,836,242,101,60119
ZCTA5 60120,32720,2015,0,0,68,51,182,194,209,1343,143,639,1069,573,776,1700,7339,1410,1956,3391,2945,4367,1801,349,200,60120
ZCTA5 60123,32878,1137,0,9,0,30,170,34,128,723,125,366,389,351,479,915,8127,1644,2988,4648,2449,5643,2078,197,248,60123
ZCTA5 60124,17439,117,0,0,0,0,0,0,28,20,43,40,36,74,0,177,3406,269,1324,2057,1220,5446,2422,306,454,60124
ZCTA5 60126,32526,245,0,0,0,0,12,19,7,93,16,233,54,139,103,348,3593,412,1342,3332,1876,11352,6761,1817,772,60126
ZCTA5 60129,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,30,5,4,35,20,42,25,0,0,60129
ZCTA5 60130,10718,30,0,17,0,6,0,0,22,102,13,80,71,139,52,51,1275,388,632,1550,770,3065,1747,339,369,60130
ZCTA5 60131,11845,406,0,0,0,0,18,0,479,480,0,169,115,302,191,536,2973,729,680,1670,772,1798,472,49,6,60131
ZCTA5 60133,23523,977,47,84,8,8,26,0,148,728,202,381,127,329,230,593,5975,634,1434,2836,1953,4771,1676,203,153,60133
ZCTA5 60134,20070,32,0,0,0,0,0,0,0,73,35,0,33,210,40,66,2147,265,754,1905,1408,8006,3766,787,543,60134
ZCTA5 60135,4996,148,0,0,0,0,30,0,37,20,0,69,95,54,12,50,1356,140,572,880,546,660,241,14,72,60135
ZCTA5 60136,5948,267,0,0,0,0,0,0,0,53,0,0,11,0,0,17,724,188,389,791,534,2033,853,48,40,60136
ZCTA5 60137,25672,259,0,0,0,0,76,48,10,4,46,235,70,37,145,286,2544,456,859,2578,1473,9414,4856,1445,831,60137
ZCTA5 60139,21888,1032,0,40,0,0,98,9,93,362,36,400,469,126,185,921,5534,1002,1539,2124,1401,4940,1183,205,189,60139
ZCTA5 60140,14841,50,0,0,0,15,43,0,9,5,108,94,18,105,53,356,3424,347,1330,1873,1350,4469,1043,81,68,60140
ZCTA5 60141,195,0,0,0,0,0,0,0,0,0,3,34,0,19,17,0,14,24,19,1,19,33,4,0,8,60141
ZCTA5 60142,21910,125,0,0,0,0,22,28,0,0,50,59,0,62,168,208,4722,363,1725,2987,2145,5760,2239,839,408,60142
ZCTA5 60143,8178,64,0,0,0,0,0,0,0,47,0,27,14,137,20,93,1683,51,406,844,768,2240,1485,214,85,60143
ZCTA5 60144,48,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,11,0,4,9,7,14,0,0,1,60144
ZCTA5 60145,1559,5,0,0,0,0,0,0,0,0,0,23,11,1,5,20,565,43,112,276,156,261,75,4,2,60145
ZCTA5 60146,1549,4,0,0,0,0,19,0,0,0,0,14,21,9,27,16,417,66,302,168,181,201,92,2,10,60146
ZCTA5 60148,37592,226,39,0,0,2,13,1,11,142,0,274,71,166,147,335,6961,1202,2650,3978,3067,12133,4532,956,686,60148
ZCTA5 60150,1067,14,0,0,0,0,0,0,0,0,0,17,45,24,19,36,271,31,96,179,84,152,80,17,2,60150
ZCTA5 60151,2777,5,0,0,0,0,0,0,0,4,2,0,39,25,16,33,660,81,199,460,374,539,189,87,64,60151
ZCTA5 60152,8102,85,0,0,0,0,0,0,20,17,0,24,15,81,34,65,2439,385,708,1424,670,1527,493,30,85,60152
ZCTA5 60153,14685,516,0,0,108,0,15,0,75,455,86,310,127,242,479,353,4507,599,541,2246,1206,1826,849,94,51,60153
ZCTA5 60154,12545,218,0,22,0,0,19,0,0,35,0,77,22,79,128,244,2316,399,750,1727,1039,3557,1611,114,188,60154
ZCTA5 60155,5564,249,0,0,0,0,0,0,19,16,45,15,0,196,69,283,1812,149,276,1058,376,713,246,42,0,60155
ZCTA5 60156,18360,121,0,11,0,0,7,8,17,13,45,54,13,213,213,215,3916,638,1505,2612,2193,4553,1673,282,58,60156
ZCTA5 60157,1849,20,0,0,0,0,0,0,0,0,0,0,0,7,0,28,383,0,162,347,113,534,189,57,9,60157
ZCTA5 60160,16238,1372,0,0,50,9,111,41,81,709,33,482,560,398,410,660,4350,704,948,1891,989,1554,790,96,0,60160
ZCTA5 60162,6224,226,0,0,0,0,69,100,0,82,14,248,10,47,102,242,1855,267,432,681,366,1044,387,52,0,60162
ZCTA5 60163,3487,31,0,0,0,0,0,0,4,6,93,26,74,29,136,38,1363,111,236,511,179,308,244,83,15,60163
ZCTA5 60164,14643,775,0,36,0,0,19,125,94,667,29,358,266,209,202,650,4307,1010,1056,1585,1268,1440,468,70,9,60164
ZCTA5 60165,2494,74,0,0,0,0,22,0,31,205,0,81,91,158,12,85,756,91,221,223,157,209,47,31,0,60165
ZCTA5 60169,22769,582,0,0,0,13,51,48,111,331,114,134,279,165,307,534,4073,742,1074,2353,2244,6820,2331,256,207,60169
ZCTA5 60171,7177,156,0,0,0,0,0,0,0,57,0,47,12,103,79,185,1766,399,478,1202,902,1393,365,33,0,60171
ZCTA5 60172,17118,246,0,11,0,0,0,0,46,31,16,77,211,129,126,353,3933,363,1136,1933,1654,4085,2165,463,140,60172
ZCTA5 60173,10244,280,0,0,0,0,0,0,28,0,0,19,42,13,28,37,985,247,260,980,629,3742,2445,147,362,60173
ZCTA5 60174,22345,264,0,0,0,0,0,0,60,84,67,24,46,219,240,409,3758,260,1426,2765,1711,7026,3218,341,427,60174
ZCTA5 60175,16968,106,0,0,0,0,0,0,0,14,8,13,50,79,44,113,1962,213,1266,2345,1043,5435,3115,912,250,60175
ZCTA5 60176,7965,68,15,0,0,0,16,35,0,126,0,125,139,78,50,413,2051,200,565,1227,774,1608,465,9,1,60176
ZCTA5 60177,16950,414,0,15,0,0,0,35,6,73,0,86,59,81,98,545,3767,761,1097,1812,1641,4050,1726,457,227,60177
ZCTA5 60178,14848,59,0,0,0,14,0,0,7,0,0,85,59,26,68,185,2721,418,1205,1814,1239,4001,2253,320,374,60178
ZCTA5 60180,1325,18,2,0,0,0,2,0,0,0,0,0,11,2,0,7,532,20,61,253,148,187,70,12,0,60180
ZCTA5 60181,21036,655,0,0,0,3,16,11,4,106,6,89,37,65,244,456,5259,597,1427,2758,1512,5104,1916,513,258,60181
ZCTA5 60183,23,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,5,0,0,0,0,0,60183
ZCTA5 60184,1985,16,0,0,0,0,0,0,0,0,0,0,0,5,4,13,263,4,55,339,66,624,341,234,21,60184
ZCTA5 60185,22457,876,12,0,0,68,159,64,140,483,78,412,395,283,136,875,4825,456,1324,2550,1930,4279,2398,502,212,60185
ZCTA5 60187,18321,236,0,0,0,0,0,0,9,15,0,78,72,149,147,211,1852,422,615,1810,1289,6349,3602,908,557,60187
ZCTA5 60188,29612,812,0,19,0,11,38,0,112,333,44,257,93,389,149,765,5617,525,1906,3609,2299,8542,3376,497,219,60188
ZCTA5 60189,21128,136,0,0,0,0,19,0,22,70,0,52,7,23,50,164,1999,254,824,2034,1361,8240,4589,828,456,60189
ZCTA5 60190,8604,173,0,0,0,0,0,0,0,0,0,0,0,0,49,42,1024,245,419,1104,587,2904,1530,362,165,60190
ZCTA5 60191,10176,307,0,0,0,0,0,20,10,137,4,68,67,179,145,397,2745,474,634,1087,897,2138,681,129,57,60191
ZCTA5 60192,11962,63,0,0,0,0,0,0,0,10,0,13,19,20,0,135,1798,136,545,1487,721,3801,2224,613,377,60192
ZCTA5 60193,28275,334,0,18,0,23,47,14,41,32,29,33,32,51,23,567,5544,707,1985,3979,2513,7573,4202,238,290,60193
ZCTA5 60194,13341,136,0,0,0,29,0,8,5,61,0,12,30,78,77,159,2359,329,805,1567,1046,4195,2111,186,148,60194
ZCTA5 60195,2983,3,0,0,0,0,0,0,0,0,10,0,0,0,0,51,410,8,92,308,235,1198,496,129,43,60195
ZCTA5 60201,26948,132,0,20,38,0,0,4,26,31,6,92,26,81,123,235,2409,261,879,1846,935,8632,6429,2237,2506,60201
ZCTA5 60202,23637,128,0,12,0,0,0,0,0,76,0,117,83,167,67,306,2398,426,940,2552,1022,6421,5874,1473,1575,60202
ZCTA5 60203,3064,68,0,0,0,0,0,0,0,0,0,0,0,0,10,0,116,17,110,247,64,1031,748,373,280,60203
ZCTA5 60208,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,8,0,0,60208
ZCTA5 60301,2762,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,164,0,112,260,201,1134,609,131,136,60301
ZCTA5 60302,23405,82,0,0,0,0,0,15,0,15,29,112,53,55,90,159,2036,299,710,1982,936,7400,6102,1964,1366,60302
ZCTA5 60304,11233,23,0,1,0,8,0,37,12,0,0,33,49,13,20,80,665,95,344,949,621,4114,2881,757,531,60304
ZCTA5 60305,7761,10,0,0,0,0,0,0,0,0,0,94,0,0,45,95,490,124,157,590,501,2142,1909,1173,431,60305
ZCTA5 60401,5266,33,0,0,0,0,0,0,34,0,0,14,24,84,44,31,1767,307,533,785,568,721,301,20,0,60401
ZCTA5 60402,43264,1522,0,0,12,107,62,2,260,973,18,789,437,349,612,1445,10711,2091,2911,6420,4159,7035,2366,690,293,60402
ZCTA5 60403,13040,355,0,0,0,0,5,6,19,58,0,98,65,123,254,216,3452,460,928,2102,1478,2093,1123,142,63,60403
ZCTA5 60404,14501,209,0,17,0,1,13,0,3,69,15,17,0,71,21,90,3334,642,863,2119,1197,3411,2111,169,129,60404
ZCTA5 60406,16351,539,37,40,22,12,0,100,18,576,165,461,170,224,160,497,4142,1090,1585,2321,985,2070,1039,52,46,60406
ZCTA5 60407,1173,10,0,0,0,0,0,0,0,2,0,0,20,4,15,30,483,51,98,258,91,69,16,0,26,60407
ZCTA5 60408,3702,47,0,0,0,0,0,0,0,0,0,5,7,22,47,45,1052,168,394,848,446,335,253,0,33,60408
