NAME,B19001_001E,B19001_002E,B19001_003E,B19001_004E,B19001_005E,B19001_006E,B19001_007E,B19001_008E,B19001_009E,B19001_010E,B19001_011E,B19001_012E,B19001_013E,B19001_014E,B19001_015E,B19001_016E,B19001_017E,zip code tabulation area
ZCTA5 52042,654,13,13,0,17,19,24,19,14,38,51,80,41,105,59,69,92,52042
ZCTA5 52043,960,24,23,31,64,60,22,40,18,38,61,84,178,143,68,60,46,52043
ZCTA5 52044,89,1,0,0,0,11,0,0,0,0,18,5,36,17,1,0,0,52044
ZCTA5 52045,960,76,26,44,37,23,27,7,19,32,70,62,86,170,136,97,48,52045
ZCTA5 52046,1027,18,6,45,7,8,26,24,25,44,55,66,212,141,98,156,96,52046
ZCTA5 52047,210,9,12,1,6,6,9,8,11,18,28,17,47,12,2,24,0,52047
ZCTA5 52048,95,8,0,2,2,0,3,7,2,7,21,8,28,0,0,5,2,52048
ZCTA5 52049,608,24,6,54,17,35,27,34,21,17,47,62,73,77,29,72,13,52049
ZCTA5 52050,192,20,2,2,11,15,2,1,7,13,6,24,19,30,3,1,36,52050
ZCTA5 52052,1425,56,113,41,8,64,72,58,46,62,176,154,145,170,60,124,76,52052
ZCTA5 52053,462,3,12,11,19,27,14,3,26,11,47,39,35,71,61,43,40,52053
ZCTA5 52054,319,7,19,0,1,0,8,8,2,10,18,20,51,71,57,17,30,52054
ZCTA5 52056,96,3,0,2,8,2,3,4,3,3,5,11,10,21,5,10,6,52056
ZCTA5 52057,3653,89,249,127,24,157,232,105,124,189,225,413,712,445,127,201,234,52057
ZCTA5 52060,3558,168,101,145,96,57,122,177,185,188,274,447,698,316,152,241,191,52060
ZCTA5 52064,322,20,28,5,17,2,17,14,5,0,17,37,28,47,37,26,22,52064
ZCTA5 52065,274,0,8,13,0,4,9,11,9,4,20,9,53,76,24,20,14,52065
ZCTA5 52066,54,2,2,4,2,1,0,5,2,4,13,1,3,8,0,7,0,52066
ZCTA5 52068,1664,44,0,0,8,11,30,25,4,26,31,53,251,309,327,258,287,52068
ZCTA5 52069,745,27,36,36,7,9,30,35,3,46,52,90,185,46,95,22,26,52069
ZCTA5 52070,436,12,19,0,12,32,9,31,18,21,17,30,99,43,35,44,14,52070
ZCTA5 52071,79,13,0,4,2,1,5,2,18,2,3,9,6,8,1,2,3,52071
ZCTA5 52072,148,0,1,0,4,0,15,11,10,10,14,26,3,37,2,15,0,52072
ZCTA5 52073,536,1,29,24,20,7,12,4,11,21,28,77,50,117,50,55,30,52073
ZCTA5 52074,55,1,8,0,0,0,1,0,1,2,0,9,8,6,13,6,0,52074
ZCTA5 52075,60,0,5,0,6,7,0,4,0,6,3,4,13,7,2,3,0,52075
ZCTA5 52076,946,42,64,18,17,80,35,41,44,6,77,73,136,172,49,61,31,52076
ZCTA5 52077,161,3,8,1,5,10,5,6,5,8,18,8,16,4,26,3,35,52077
ZCTA5 52078,322,1,2,2,8,20,3,0,16,12,21,20,64,56,77,14,6,52078
ZCTA5 52079,425,5,55,10,1,0,18,0,12,1,16,41,32,81,34,57,62,52079
ZCTA5 52101,5206,300,81,185,239,166,204,157,205,160,390,573,702,666,389,348,441,52101
ZCTA5 52132,741,25,25,8,22,2,19,5,34,17,26,110,67,115,87,112,67,52132
ZCTA5 52133,245,1,0,1,15,3,1,25,17,2,4,52,25,43,14,36,6,52133
ZCTA5 52134,94,1,3,1,5,0,0,0,20,0,16,4,26,12,0,4,2,52134
ZCTA5 52135,389,6,6,11,4,8,22,14,14,42,16,25,61,87,39,19,15,52135
ZCTA5 52136,2373,35,89,87,65,109,62,96,117,153,181,240,387,343,196,108,105,52136
ZCTA5 52140,276,0,0,0,10,31,0,14,0,0,6,78,39,27,2,33,36,52140
ZCTA5 52141,549,4,17,12,58,9,17,23,9,20,69,77,103,49,37,22,23,52141
ZCTA5 52142,651,131,6,28,12,28,14,7,20,43,41,45,86,59,59,10,62,52142
ZCTA5 52144,455,3,3,10,13,13,9,19,46,1,33,41,74,61,46,66,17,52144
ZCTA5 52146,419,19,3,4,39,11,14,21,12,29,54,71,32,65,15,22,8,52146
ZCTA5 52147,419,18,2,11,1,16,8,61,2,22,18,43,64,77,15,34,27,52147
ZCTA5 52151,817,30,4,17,51,28,29,36,50,41,66,81,114,78,84,39,69,52151
ZCTA5 52154,295,11,21,21,2,21,9,3,3,10,51,27,44,34,23,4,11,52154
ZCTA5 52155,449,8,11,13,33,3,49,10,29,40,31,47,52,54,26,31,12,52155
ZCTA5 52156,263,4,15,4,3,2,1,4,5,24,25,3,44,41,23,28,37,52156
ZCTA5 52157,739,46,31,14,30,59,12,67,42,52,48,74,48,120,46,31,19,52157
ZCTA5 52158,130,3,0,23,14,4,10,0,4,13,3,5,20,5,13,13,0,52158
ZCTA5 52159,1042,13,35,44,12,30,34,50,35,54,39,183,158,66,141,126,22,52159
ZCTA5 52160,368,1,0,0,3,10,6,8,14,19,13,82,90,27,8,17,70,52160
ZCTA5 52161,564,18,30,3,19,2,18,15,6,9,61,49,111,52,90,42,39,52161
ZCTA5 52162,1298,55,31,82,20,64,57,45,53,132,70,127,222,142,58,90,50,52162
ZCTA5 52163,141,3,2,0,1,7,3,5,14,10,11,12,27,38,7,1,0,52163
ZCTA5 52164,81,8,1,1,0,1,0,23,3,10,10,6,8,2,7,1,0,52164
ZCTA5 52165,414,9,1,1,17,1,25,32,4,18,17,62,57,99,32,25,14,52165
ZCTA5 52166,49,1,0,0,0,1,0,4,2,4,2,4,3,11,14,3,0,52166
ZCTA5 52168,157,6,6,7,9,16,10,2,8,9,13,7,26,23,13,1,1,52168
ZCTA5 52169,170,14,9,12,6,6,14,1,9,1,27,17,22,26,1,4,1,52169
ZCTA5 52170,258,5,10,0,1,1,13,4,22,1,17,78,18,36,14,8,30,52170
ZCTA5 52171,477,2,2,4,9,8,8,38,6,15,23,35,117,83,46,61,20,52171
ZCTA5 52172,2696,88,100,93,150,212,152,54,56,69,162,366,440,265,240,168,81,52172
ZCTA5 52175,1526,72,50,107,103,72,17,57,67,76,144,163,167,166,123,94,48,52175
ZCTA5 52201,437,4,14,13,6,7,15,8,11,4,43,26,88,128,29,22,19,52201
ZCTA5 52202,529,17,8,2,17,4,16,6,0,30,41,66,41,112,98,32,39,52202
ZCTA5 52203,842,0,38,17,6,0,16,44,29,14,32,83,64,161,83,135,120,52203
ZCTA5 52205,3072,202,67,34,156,110,64,115,143,102,231,403,425,369,150,308,193,52205
ZCTA5 52206,904,38,8,6,7,12,0,36,39,3,53,25,113,153,115,135,161,52206
ZCTA5 52207,130,3,5,2,34,0,0,1,1,4,18,4,38,16,0,1,3,52207
ZCTA5 52208,1259,28,18,37,81,27,31,32,41,46,131,176,277,129,82,78,45,52208
ZCTA5 52209,453,3,7,27,16,5,22,30,6,15,16,55,71,74,39,42,25,52209
ZCTA5 52210,350,8,5,2,11,43,5,0,22,43,16,53,63,19,36,21,3,52210
ZCTA5 52211,1225,35,135,3,46,46,79,21,21,74,43,122,234,179,84,81,22,52211
ZCTA5 52212,184,4,0,22,0,9,0,8,7,0,10,2,17,83,0,12,10,52212
ZCTA5 52213,1647,31,61,49,34,26,49,30,47,55,74,159,214,227,223,189,179,52213
ZCTA5 52214,1116,23,25,27,21,52,34,22,25,24,125,90,157,142,95,150,104,52214
ZCTA5 52215,367,23,0,28,27,12,11,2,15,12,45,30,43,34,65,5,15,52215
ZCTA5 52216,638,18,36,32,22,23,56,13,25,17,45,48,92,54,67,79,11,52216
ZCTA5 52217,202,8,1,5,20,17,1,6,0,6,9,22,12,68,1,26,0,52217
ZCTA5 52218,635,28,2,15,6,12,42,56,4,23,68,48,75,62,72,61,61,52218
ZCTA5 52219,64,0,2,0,3,0,2,16,9,2,0,9,5,7,3,0,6,52219
ZCTA5 52220,100,0,0,0,0,0,30,9,9,0,0,0,0,25,12,0,15,52220
ZCTA5 52221,137,15,0,0,2,0,0,2,0,10,13,5,51,8,4,15,12,52221
ZCTA5 52222,285,0,2,15,4,0,5,4,22,8,37,40,19,42,28,57,2,52222
ZCTA5 52223,599,2,5,9,28,5,2,6,40,7,52,107,69,80,52,85,50,52223
ZCTA5 52224,845,52,18,15,18,61,11,48,32,7,62,118,115,111,71,40,66,52224
ZCTA5 52225,188,4,20,1,0,0,0,4,4,5,14,94,17,13,1,7,4,52225
ZCTA5 52227,1123,8,5,0,3,2,15,32,54,9,51,104,166,157,118,253,146,52227
ZCTA5 52228,1416,20,7,0,73,18,35,28,40,31,15,109,255,116,163,172,334,52228
ZCTA5 52229,264,13,8,4,15,10,2,5,18,2,16,9,52,58,7,1,44,52229
ZCTA5 52231,197,0,2,3,16,0,0,25,0,3,22,20,16,33,45,2,10,52231
ZCTA5 52232,101,0,2,0,1,4,0,0,2,1,1,4,45,13,25,3,0,52232
ZCTA5 52233,2832,183,7,16,130,158,40,177,72,200,250,413,211,219,215,312,229,52233
ZCTA5 52235,438,11,0,4,14,11,23,0,13,8,45,56,120,45,38,28,22,52235
ZCTA5 52236,221,0,0,0,0,28,0,0,0,0,33,19,75,30,0,26,10,52236
ZCTA5 52237,585,43,10,40,14,16,13,4,8,8,6,121,54,85,50,70,43,52237
ZCTA5 52240,15417,1433,1282,497,998,656,719,812,559,400,1185,1209,1637,1246,805,760,1219,52240
ZCTA5 52241,10001,444,195,536,259,488,316,512,329,285,809,1296,1046,795,796,723,1172,52241
ZCTA5 52242,21,8,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,52242
ZCTA5 52245,9543,503,265,307,202,519,326,391,203,360,750,763,1219,856,855,985,1039,52245
ZCTA5 52246,9651,1024,370,370,447,418,574,201,303,380,613,950,806,692,418,725,1360,52246
ZCTA5 52247,2115,76,35,19,37,92,49,81,87,59,105,190,311,373,121,261,219,52247
ZCTA5 52248,734,13,22,16,20,6,14,74,12,29,33,88,151,63,37,137,19,52248
ZCTA5 52249,410,4,0,25,27,32,4,2,19,22,20,48,48,34,46,39,40,52249
ZCTA5 52251,207,0,8,7,3,6,2,2,3,18,23,7,78,36,7,3,4,52251
ZCTA5 52252,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,52252
ZCTA5 52253,1050,6,28,31,0,15,36,16,0,16,89,87,167,202,135,125,97,52253
ZCTA5 52254,436,10,8,17,26,19,41,5,10,12,65,48,113,16,12,34,0,52254
ZCTA5 52255,509,4,13,21,16,17,25,23,32,17,46,46,103,66,36,30,14,52255
ZCTA5 52257,97,20,0,0,0,0,2,2,13,0,0,3,10,13,15,18,1,52257
ZCTA5 52301,1681,47,61,43,34,103,87,91,61,13,183,275,240,183,107,115,38,52301
ZCTA5 52302,17270,353,467,559,663,486,491,696,459,620,941,1709,2218,1940,1531,2141,1996,52302
ZCTA5 52305,315,14,19,2,1,5,5,6,16,11,2,11,84,46,10,18,65,52305
ZCTA5 52306,653,45,19,11,10,10,34,23,25,11,134,45,84,77,51,51,23,52306
ZCTA5 52307,63,0,8,0,0,0,10,0,38,0,7,0,0,0,0,0,0,52307
ZCTA5 52308,75,3,5,3,0,1,0,0,2,5,3,12,15,3,22,1,0,52308
ZCTA5 52309,190,0,3,23,27,0,4,1,11,10,20,13,15,30,12,18,3,52309
ZCTA5 52310,2812,54,44,30,119,60,105,201,158,55,156,318,379,486,182,337,128,52310
ZCTA5 52312,21,0,0,2,2,1,2,4,0,0,3,3,1,2,1,0,0,52312
ZCTA5 52313,183,0,0,2,2,7,9,24,0,5,7,9,35,39,8,15,21,52313
ZCTA5 52314,1890,75,19,35,32,19,68,66,18,67,45,147,258,272,201,347,221,52314
ZCTA5 52315,476,6,13,16,3,11,4,14,16,32,20,99,62,52,26,61,41,52315
ZCTA5 52316,631,21,15,75,52,6,21,11,19,16,62,82,119,72,14,37,9,52316
ZCTA5 52317,8913,196,71,132,111,112,226,130,234,219,383,863,1188,1426,961,1234,1427,52317
ZCTA5 52318,445,3,0,18,9,2,12,26,24,9,12,45,79,56,72,28,50,52318
ZCTA5 52320,516,23,20,19,18,14,55,38,17,10,28,71,55,59,50,28,11,52320
ZCTA5 52321,146,5,2,6,12,12,0,0,11,10,0,14,30,40,0,3,1,52321
ZCTA5 52322,910,71,0,32,108,12,30,36,22,73,49,50,138,54,100,66,69,52322
ZCTA5 52323,405,4,47,21,11,47,22,18,57,6,30,62,28,37,5,10,0,52323
ZCTA5 52324,805,0,14,3,0,8,3,2,5,21,13,80,191,119,85,141,120,52324
ZCTA5 52325,226,9,1,5,5,0,39,12,2,2,11,19,35,2,44,26,14,52325
ZCTA5 52326,282,12,0,16,3,0,13,14,23,14,30,14,39,48,6,36,14,52326
ZCTA5 52327,1315,33,5,9,32,21,117,9,20,8,91,180,196,197,171,102,124,52327
ZCTA5 52328,993,0,0,27,0,45,10,0,35,23,8,138,132,76,69,122,308,52328
ZCTA5 52329,280,7,5,10,16,31,9,8,5,13,44,27,35,12,36,13,9,52329
ZCTA5 52330,349,2,2,3,47,2,11,16,32,4,8,10,59,30,27,56,40,52330
ZCTA5 52332,630,26,0,24,14,36,0,62,11,25,54,38,73,113,37,63,54,52332
ZCTA5 52333,2751,111,11,28,66,52,42,48,150,22,147,159,314,322,294,412,573,52333
ZCTA5 52334,71,0,0,0,0,0,0,0,0,11,33,0,0,6,12,0,9,52334
ZCTA5 52335,294,5,23,6,0,9,16,11,43,2,50,22,46,27,12,4,18,52335
ZCTA5 52336,1040,64,5,11,0,28,34,15,44,40,73,108,250,128,76,78,86,52336
ZCTA5 52337,326,9,12,8,4,14,4,12,12,25,34,46,34,27,51,21,13,52337
ZCTA5 52338,1426,11,5,18,20,4,19,45,19,43,103,123,170,167,136,232,311,52338
ZCTA5 52339,1492,68,71,45,60,82,24,100,32,70,126,207,237,137,69,107,57,52339
ZCTA5 52340,2596,17,149,73,18,18,41,18,51,80,145,286,429,313,362,313,283,52340
ZCTA5 52341,454,0,14,0,13,12,60,3,0,31,15,16,69,43,38,34,106,52341
ZCTA5 52342,1141,19,41,65,59,27,35,108,88,57,82,126,173,85,74,53,49,52342
ZCTA5 52344,38,0,0,0,0,0,0,0,9,0,0,0,29,0,0,0,0,52344
ZCTA5 52345,547,36,0,0,18,0,4,7,19,13,12,28,93,91,68,79,79,52345
ZCTA5 52346,413,12,8,7,14,1,11,15,2,8,11,23,38,110,52,48,53,52346
ZCTA5 52347,527,20,26,11,1,28,31,8,17,13,21,73,105,73,28,44,28,52347
ZCTA5 52348,26,2,0,0,4,0,0,2,0,1,0,5,8,1,0,3,0,52348
ZCTA5 52349,3304,268,205,79,75,115,105,151,135,20,149,446,292,272,312,414,266,52349
ZCTA5 52351,440,0,3,3,7,8,6,27,0,8,14,46,46,46,73,84,69,52351
ZCTA5 52352,669,7,4,17,0,5,9,24,19,65,24,78,138,97,74,90,18,52352
ZCTA5 52353,3860,158,174,136,144,145,129,125,241,258,348,359,574,479,240,155,195,52353
ZCTA5 52354,121,0,0,0,0,10,0,0,0,0,0,0,33,35,34,9,0,52354
ZCTA5 52355,102,10,4,3,2,4,17,0,3,2,6,7,8,10,4,17,5,52355
ZCTA5 52356,1076,15,8,52,26,96,29,44,69,159,63,51,92,159,100,45,68,52356
ZCTA5 52358,1488,3,20,39,17,69,54,7,81,76,57,208,215,225,124,174,119,52358
ZCTA5 52359,108,18,1,7,1,4,1,9,0,7,2,23,12,13,0,0,10,52359
ZCTA5 52361,2015,88,0,62,66,24,105,231,87,58,250,190,217,192,193,174,78,52361
ZCTA5 52362,383,8,27,5,25,5,7,14,6,12,9,88,78,24,29,41,5,52362
ZCTA5 52401,1339,129,218,71,94,88,69,60,74,81,48,153,140,37,7,58,12,52401
ZCTA5 52402,18886,591,179,509,992,585,691,702,641,838,1380,2621,2923,2218,1281,1403,1332,52402
ZCTA5 52403,9875,241,311,362,357,442,385,491,262,325,737,1056,1158,994,751,618,1385,52403
ZCTA5 52404,18170,994,561,471,500,1009,678,1198,1111,1171,1208,1597,2964,1757,869,1179,903,52404
ZCTA5 52405,11532,557,407,347,358,483,406,431,332,415,930,1474,1488,1286,799,1221,598,52405
ZCTA5 52411,2872,24,0,11,36,72,15,4,20,51,131,114,335,182,238,472,1167,52411
ZCTA5 52501,11976,655,436,627,573,618,390,333,480,396,1140,1436,1678,1120,760,842,492,52501
ZCTA5 52530,387,20,5,8,8,11,2,20,11,13,34,29,34,37,41,97,17,52530
ZCTA5 52531,2457,84,107,69,100,96,56,87,86,119,149,302,389,326,118,275,94,52531
ZCTA5 52533,563,29,17,44,47,20,9,11,4,44,30,83,120,50,13,42,0,52533
ZCTA5 52534,153,3,16,10,12,7,5,10,3,0,25,18,8,17,10,2,7,52534
ZCTA5 52535,348,9,24,17,16,4,4,8,2,15,35,40,62,34,50,14,14,52535
ZCTA5 52536,384,7,13,30,14,22,21,11,6,12,39,17,119,43,11,17,2,52536
ZCTA5 52537,2522,140,34,53,110,29,59,75,93,179,263,236,465,297,176,210,103,52537
ZCTA5 52540,472,49,4,1,33,13,20,42,38,12,51,57,36,66,12,12,26,52540
ZCTA5 52542,232,9,33,4,15,36,0,3,2,5,6,34,4,35,5,20,21,52542
ZCTA5 52543,170,0,0,0,0,0,0,0,0,0,11,43,67,0,8,23,18,52543
ZCTA5 52544,3480,216,230,202,221,158,297,134,84,179,344,381,462,138,179,190,65,52544
ZCTA5 52548,37,0,0,2,0,0,2,5,0,1,0,7,14,3,0,0,3,52548
ZCTA5 52549,189,8,7,9,11,6,6,6,12,8,16,28,49,5,4,10,4,52549
ZCTA5 52550,256,15,14,5,40,14,6,8,7,2,63,19,17,8,11,27,0,52550
ZCTA5 52551,345,79,0,0,0,11,21,22,28,10,20,7,54,75,18,0,0,52551
ZCTA5 52552,274,0,2,13,0,25,13,17,0,1,54,12,22,35,41,20,19,52552
ZCTA5 52553,715,20,40,7,17,28,46,13,17,10,93,131,78,59,28,65,63,52553
ZCTA5 52554,494,8,44,27,27,29,6,18,60,12,42,77,53,64,12,10,5,52554
ZCTA5 52555,87,3,0,27,1,1,5,14,1,1,10,3,11,9,1,0,0,52555
ZCTA5 52556,5377,507,286,184,196,351,295,230,210,94,367,537,642,571,308,226,373,52556
ZCTA5 52557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52557
ZCTA5 52560,200,2,9,0,2,16,0,2,2,13,0,17,16,44,4,21,52,52560
ZCTA5 52561,357,16,18,12,9,17,15,2,4,12,24,44,48,60,53,23,0,52561
ZCTA5 52562,24,0,5,0,0,7,0,0,1,1,4,0,0,3,1,1,1,52562
ZCTA5 52563,558,4,14,25,13,4,44,23,5,25,20,25,82,139,18,68,49,52563
ZCTA5 52565,637,25,28,27,57,12,32,20,43,17,50,71,92,54,26,36,47,52565
ZCTA5 52566,94,4,4,2,3,4,0,8,7,13,3,7,7,17,3,12,0,52566
ZCTA5 52567,257,6,9,2,2,1,0,1,16,15,29,11,66,52,32,15,0,52567
ZCTA5 52568,33,0,1,7,1,0,4,1,3,2,2,6,5,1,0,0,0,52568
ZCTA5 52569,271,0,6,8,5,0,17,89,1,3,33,21,23,29,1,25,10,52569
ZCTA5 52570,302,7,8,4,13,11,14,30,13,10,13,37,18,47,46,19,12,52570
ZCTA5 52571,655,23,22,16,31,33,22,16,19,9,17,98,104,48,23,130,44,52571
ZCTA5 52572,312,18,10,7,7,7,2,11,22,21,29,32,56,42,19,21,8,52572
ZCTA5 52573,60,0,0,0,29,0,0,14,0,0,0,10,0,7,0,0,0,52573
ZCTA5 52574,197,15,9,6,12,22,6,8,14,14,17,32,21,5,13,3,0,52574
ZCTA5 52576,134,7,5,5,6,2,0,10,16,0,15,6,26,22,9,4,1,52576
ZCTA5 52577,5737,241,210,298,335,167,250,325,100,200,457,581,842,743,251,474,263,52577
ZCTA5 52580,271,0,4,4,1,25,16,22,44,2,47,5,67,3,30,1,0,52580
ZCTA5 52581,78,1,0,0,0,0,7,6,4,1,30,17,9,2,1,0,0,52581
ZCTA5 52583,141,8,9,9,8,7,8,13,6,0,3,19,24,4,0,19,4,52583
ZCTA5 52584,162,9,4,0,14,10,19,0,3,2,13,18,17,7,32,10,4,52584
ZCTA5 52585,323,14,0,6,10,12,13,5,15,11,50,20,80,52,18,9,8,52585
ZCTA5 52586,255,5,0,20,24,10,8,2,20,31,10,2,54,20,34,15,0,52586
ZCTA5 52588,51,13,27,0,0,11,0,0,0,0,0,0,0,0,0,0,0,52588
ZCTA5 52590,498,40,8,33,19,12,17,42,6,11,50,90,53,50,32,17,18,52590
ZCTA5 52591,1137,37,69,105,82,19,19,60,18,56,66,126,116,111,61,99,93,52591
ZCTA5 52593,48,1,0,4,0,0,0,3,0,0,3,19,4,3,3,4,4,52593
ZCTA5 52594,215,3,1,3,50,0,6,10,7,0,12,14,28,54,0,12,15,52594
ZCTA5 52595,218,17,5,17,10,20,3,6,8,0,14,18,44,32,16,8,0,52595
ZCTA5 52601,12703,518,714,542,577,578,686,711,290,470,1157,1358,2039,1160,563,699,641,52601
ZCTA5 52619,234,31,0,6,0,0,40,22,0,0,8,15,28,10,63,5,6,52619
ZCTA5 52620,398,11,31,2,12,24,0,12,30,2,7,26,138,29,5,25,44,52620
ZCTA5 52621,219,4,5,3,7,8,8,2,9,14,3,23,45,22,25,24,17,52621
ZCTA5 52623,758,22,28,11,17,26,30,8,42,19,51,71,73,67,109,108,76,52623
ZCTA5 52624,289,0,0,0,16,0,6,0,0,0,31,11,72,9,4,113,27,52624
ZCTA5 52625,887,32,7,36,16,38,40,17,44,24,108,64,145,92,73,59,92,52625
ZCTA5 52626,466,57,6,19,24,25,2,8,38,4,55,64,67,39,39,8,11,52626
ZCTA5 52627,5635,300,330,236,296,402,287,222,249,171,374,651,885,386,257,362,227,52627
ZCTA5 52630,126,2,4,1,6,4,15,5,5,17,9,5,29,17,7,0,0,52630
ZCTA5 52631,26,0,0,0,0,0,0,2,0,0,1,0,5,7,3,2,6,52631
ZCTA5 52632,5102,311,334,310,331,154,167,319,190,130,446,681,567,570,199,235,158,52632
ZCTA5 52635,344,0,51,4,1,0,14,1,5,24,29,42,24,35,58,39,17,52635
ZCTA5 52637,1069,20,16,4,25,65,33,31,55,17,74,122,207,120,122,96,62,52637
ZCTA5 52638,188,4,14,6,12,2,7,0,10,18,27,27,12,25,5,13,6,52638
ZCTA5 52639,717,27,3,70,8,72,24,17,2,59,29,65,112,101,59,37,32,52639
ZCTA5 52640,512,24,20,6,15,2,34,18,29,17,57,64,70,34,34,52,36,52640
ZCTA5 52641,4679,358,196,107,192,120,233,231,169,211,308,544,610,621,259,144,376,52641
ZCTA5 52644,158,4,0,7,3,9,5,1,0,7,16,22,23,13,23,25,0,52644
ZCTA5 52645,1344,37,30,23,41,25,94,65,30,57,72,173,225,219,142,96,15,52645
ZCTA5 52646,116,10,1,1,0,4,2,9,9,10,10,14,17,5,8,8,8,52646
ZCTA5 52647,43,0,1,2,2,2,6,0,1,10,0,5,0,4,9,0,1,52647
ZCTA5 52649,342,11,12,6,9,11,19,0,16,8,14,46,45,39,5,62,39,52649
ZCTA5 52650,346,0,0,8,16,3,0,30,18,0,39,25,29,64,61,22,31,52650
ZCTA5 52651,174,6,12,11,37,3,2,23,11,14,6,12,10,5,15,3,4,52651
ZCTA5 52652,31,0,7,0,0,0,0,0,0,0,0,9,8,0,0,0,7,52652
ZCTA5 52653,1421,53,44,35,49,71,42,48,37,61,93,123,214,200,119,172,60,52653
ZCTA5 52654,644,4,8,3,21,22,21,8,60,33,55,48,149,67,54,24,67,52654
ZCTA5 52655,1858,184,158,79,63,97,133,59,80,51,126,156,280,170,119,45,58,52655
ZCTA5 52656,882,36,27,12,6,31,65,19,51,16,55,88,113,74,111,51,127,52656
ZCTA5 52657,34,0,0,1,0,2,0,1,1,11,0,4,7,1,4,0,2,52657
ZCTA5 52658,396,34,17,26,0,0,0,7,27,26,5,17,38,44,44,60,51,52658
ZCTA5 52659,589,13,34,58,32,15,25,13,20,50,61,43,86,46,31,40,22,52659
ZCTA5 52660,142,0,0,0,0,0,0,40,7,0,9,14,0,0,16,20,36,52660
ZCTA5 52701,54,21,0,0,2,0,0,0,2,0,2,0,10,6,1,5,5,52701
ZCTA5 52720,410,6,0,1,1,77,18,0,41,12,25,28,32,46,13,54,56,52720
ZCTA5 52721,312,8,13,15,10,5,14,15,19,1,14,29,60,38,31,17,23,52721
ZCTA5 52722,17018,459,251,410,386,419,523,469,501,424,1363,1160,1948,1815,1494,2105,3291,52722
ZCTA5 52726,2273,57,7,30,63,33,59,59,36,49,125,182,422,271,405,292,183,52726
ZCTA5 52727,147,0,0,0,6,0,0,25,0,0,0,29,3,36,20,2,26,52727
ZCTA5 52728,436,33,0,44,23,10,11,7,6,11,13,78,119,27,18,24,12,52728
ZCTA5 52729,334,5,10,7,3,7,0,30,8,9,20,37,44,75,19,43,17,52729
ZCTA5 52730,1948,50,80,83,38,41,94,188,39,76,165,254,164,181,139,231,125,52730
ZCTA5 52731,362,7,29,6,23,2,6,9,8,29,21,29,40,54,20,49,30,52731
ZCTA5 52732,11283,640,661,461,571,615,521,515,409,447,687,1427,1424,1027,544,816,518,52732
ZCTA5 52737,133,1,4,3,7,1,2,9,6,3,14,7,21,18,12,22,3,52737
ZCTA5 52738,1160,32,16,56,26,52,49,49,7,40,117,110,182,175,109,73,67,52738
ZCTA5 52739,329,15,3,0,25,1,65,1,20,9,20,6,48,87,19,8,2,52739
ZCTA5 52742,2963,17,31,72,100,33,113,82,74,63,299,258,434,436,248,284,419,52742
ZCTA5 52745,216,5,22,0,2,2,1,20,18,10,16,15,15,17,40,32,1,52745
ZCTA5 52746,423,19,21,59,0,8,0,2,4,23,16,26,18,63,48,100,16,52746
ZCTA5 52747,851,16,37,8,48,27,11,0,30,20,74,114,101,82,84,96,103,52747
ZCTA5 52748,3833,100,74,116,66,44,113,34,59,146,168,142,631,416,555,525,644,52748
ZCTA5 52749,339,4,0,3,8,4,0,17,13,12,23,38,34,65,65,43,10,52749
ZCTA5 52750,229,1,14,4,2,6,0,4,13,5,10,12,63,33,9,8,45,52750
ZCTA5 52751,386,10,10,8,11,30,9,3,2,10,24,60,65,44,39,18,43,52751
ZCTA5 52752,228,4,4,34,10,9,0,7,29,19,8,29,36,22,3,12,2,52752
ZCTA5 52753,2194,29,66,10,42,39,54,100,39,46,195,218,212,307,207,386,244,52753
ZCTA5 52754,570,10,2,5,0,19,32,20,3,11,34,74,68,108,57,91,36,52754
ZCTA5 52755,775,15,3,14,26,39,12,22,18,12,38,80,90,175,72,102,57,52755
ZCTA5 52756,733,0,0,4,45,4,12,2,66,4,51,56,37,119,63,141,129,52756
ZCTA5 52757,110,10,4,1,2,6,8,1,1,13,8,7,25,9,4,7,4,52757
ZCTA5 52758,122,6,12,0,5,2,2,0,0,13,11,18,12,16,1,20,4,52758
ZCTA5 52759,76,0,10,0,0,9,0,0,0,0,0,53,4,0,0,0,0,52759
ZCTA5 52760,413,0,0,0,0,0,27,0,0,0,67,0,135,111,8,42,23,52760
ZCTA5 52761,11932,617,604,612,463,333,456,596,608,464,921,1287,1383,1251,930,769,638,52761
ZCTA5 52765,207,13,3,2,2,3,0,0,2,1,21,12,37,24,31,43,13,52765
ZCTA5 52766,310,12,0,3,20,19,20,3,4,2,25,87,19,36,54,0,6,52766
ZCTA5 52767,154,0,0,0,19,49,0,8,17,0,0,10,5,6,10,0,30,52767
ZCTA5 52768,545,3,8,37,11,38,2,13,6,0,27,44,57,57,65,117,60,52768
ZCTA5 52769,266,2,3,11,4,4,3,10,5,20,6,28,38,22,66,14,30,52769
ZCTA5 52771,35,0,0,12,0,0,0,0,0,0,14,0,0,0,9,0,0,52771
ZCTA5 52772,2234,39,79,55,116,21,61,21,76,184,220,162,342,277,312,127,142,52772
ZCTA5 52773,1000,25,12,37,27,12,38,76,14,45,63,101,190,121,76,88,75,52773
